id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_id,party_name,num_in_party,anketa_url,photo,photo_id,gender,birthday,education,old_profession,old_post
5484,7172,mp-d1_skl4,4,Воюш Володимир Дмитрович,Володимир,Дмитрович,Воюш,В.Д.,,14.05.2002,25.05.2006,"Виборчий округ № 1, Автономна Республіка Крим",Виборчий округ № 1,1,Автономна Республіка Крим,53,Соціал-демократична партія України (об'єднана),,http://itd.rada.gov.ua/mps/info/expage/5484/5,http://static.rada.gov.ua/dep_img4/d1.jpg,d1,1,04.12.1957,Вища,економіст,депутат Верховної Ради Автономної Республіки Крим
2527,7484,mp-d161_skl4,4,Гінзбург Ольга Петрівна,Ольга,Петрівна,Гінзбург,О.П.,,14.05.2002,25.05.2006,"Виборчий округ № 161, Сумська область",Виборчий округ № 161,161,Сумська область,5,Комуністична партія України,,http://itd.rada.gov.ua/mps/info/expage/2527/5,http://static.rada.gov.ua/dep_img4/d161.jpg,d161,2,14.09.1953,Вища,інженер-механік,народний депутат України третього скликання
5418,7342,mp-d89_skl4,4,Гірник Євген Олексійович,Євген,Олексійович,Гірник,Є.О.,,14.05.2002,25.05.2006,"Виборчий округ № 89, Івано-Франківська область",Виборчий округ № 89,89,Івано-Франківська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5418/5,http://static.rada.gov.ua/dep_img4/d89.jpg,d89,1,11.01.1954,Вища,інженер хімік-технолог,"віце-президент закритого акціонерного товариства ""Регіональне агентство економічного розвитку"", м. Івано-Франківськ"
5606,8094,mp-d180_skl4,4,Гіршфельд Анатолій Мусійович,Анатолій,Мусійович,Гіршфельд,А.М.,,14.05.2002,25.05.2006,"Виборчий округ № 180, Харківська область",Виборчий округ № 180,180,Харківська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5606/5,http://static.rada.gov.ua/dep_img4/d180.jpg,d180,1,07.08.1957,Вища,,"президент акціонерного товариства ""Українська промислова енергетична компанія"""
5562,7414,mp-d126_skl4,4,Гаврилюк Іван Ярославович,Іван,Ярославович,Гаврилюк,І.Я.,,14.05.2002,25.05.2006,"Виборчий округ № 126, Львівська область",Виборчий округ № 126,126,Львівська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5562/5,http://static.rada.gov.ua/dep_img4/d126.jpg,d126,1,15.10.1948,Вища,актор театру і кіно,"режисер, актор, сценарист кіностудії ""Контакт"""
5590,7456,mp-d147_skl4,4,Гаврилюк Василь Васильович,Василь,Васильович,Гаврилюк,В.В.,,14.05.2002,25.05.2006,"Виборчий округ № 147, Полтавська область",Виборчий округ № 147,147,Полтавська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5590/5,http://static.rada.gov.ua/dep_img4/d147.jpg,d147,1,01.07.1970,Вища,інженер з експлуатації радіотехнічних засобів,"генеральний директор Полтавського обласного дочірнього підприємства державної акціонерної компанії ""Хліб України"""
2294,7516,mp-d177_skl4,4,Гавриш Степан Богданович,Степан,Богданович,Гавриш,С.Б.,,14.05.2002,25.05.2006,"Виборчий округ № 177, Харківська область",Виборчий округ № 177,177,Харківська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/2294/5,http://static.rada.gov.ua/dep_img4/d177.jpg,d177,1,02.01.1952,Вища,юрист-правознавець,заступник Голови Верховної Ради України третього скликання
2962,8004,mp-spu13_skl4,4,Гадяцький Леонід Миколайович,Леонід,Миколайович,Гадяцький,Л.М.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 13/",,,,2,Соціалістична партія України,13,http://itd.rada.gov.ua/mps/info/expage/2962/5,http://static.rada.gov.ua/dep_img4/spu13.jpg,spu13,1,11.02.1961,Вища,автомобіліст,народний депутат України третього скликання
5610,7310,mp-d72_skl4,4,Гайдош Іштван Ференцович,Іштван,Ференцович,Гайдош,І.Ф.,,14.05.2002,25.05.2006,"Виборчий округ № 72, Закарпатська область",Виборчий округ № 72,72,Закарпатська область,53,Соціал-демократична партія України (об'єднана),,http://itd.rada.gov.ua/mps/info/expage/5610/5,http://static.rada.gov.ua/dep_img4/d72.jpg,d72,1,05.05.1971,Вища,,голова Берегівської районної державної адміністрації Закарпатської області
5488,7656,mp-nu25_skl4,4,Галієв Ернест Едуардович,Ернест,Едуардович,Галієв,Е.Е.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 25/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",25,http://itd.rada.gov.ua/mps/info/expage/5488/5,http://static.rada.gov.ua/dep_img4/nu25.jpg,nu25,1,06.07.1972,Вища,інженер-економіст,"віце-президент Акціонерного комерційного інноваційного банку ""УкрСиббанк"""
5408,7388,mp-d113_skl4,4,Гапочка Микола Михайлович,Микола,Михайлович,Гапочка,М.М.,,14.05.2002,25.05.2006,"Виборчий округ № 113, Луганська область",Виборчий округ № 113,113,Луганська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5408/5,http://static.rada.gov.ua/dep_img4/d113.jpg,d113,1,04.04.1951,Вища,інженер-будівельник,перший заступник голови Державного комітету України з державного матеріального резерву
3056,8008,mp-spu16_skl4,4,Гармаш Галина Федорівна,Галина,Федорівна,Гармаш,Г.Ф.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 16/",,,,2,Соціалістична партія України,16,http://itd.rada.gov.ua/mps/info/expage/3056/5,http://static.rada.gov.ua/dep_img4/spu16.jpg,spu16,2,04.06.1950,Вища,"політолог, вчитель російської мови і літератури",помічник-консультант народного депутата України
5419,7752,mp-kpu3_skl4,4,Герасимов Іван Олександрович,Іван,Олександрович,Герасимов,І.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 3/",,,,5,Комуністична партія України,3,http://itd.rada.gov.ua/mps/info/expage/5419/5,http://static.rada.gov.ua/dep_img4/kpu3.jpg,kpu3,1,08.08.1921,Вища,військовослужбовець,голова Ради Організації ветеранів України
5473,7882,mp-eu9_skl4,4,Гладій Михайло Васильович,Михайло,Васильович,Гладій,М.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 9/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",9,http://itd.rada.gov.ua/mps/info/expage/5473/5,http://static.rada.gov.ua/dep_img4/eu9.jpg,eu9,1,06.11.1952,Вища,ветеринарний лікар,голова Львівської обласної державної адміністрації
5561,7520,mp-d179_skl4,4,Гладкіх Василь Іванович,Василь,Іванович,Гладкіх,В.І.,,14.05.2002,12.01.2006,"Виборчий округ № 179, Харківська область",Виборчий округ № 179,179,Харківська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5561/5,http://static.rada.gov.ua/dep_img4/d179.jpg,d179,1,05.01.1958,Вища,інженер-будівельник,заступник генерального директора Державної адміністрації залізничного транспорту України з питань пасажирських перевезень
686,8631,mp-nu95_skl4,4,Глухівський Лев Йосипович,Лев,Йосипович,Глухівський,Л.Й.,,20.09.2005,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 95/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",95,http://itd.rada.gov.ua/mps/info/expage/686/5,http://static.rada.gov.ua/dep_img4/nu95.jpg,nu95,1,28.10.1942,Вища,,"Перший заступник директора з питань експертизи державного підприємства ""Український інститут промислової власності"""
687,7862,mp-kpu58_skl4,4,Гмиря Сергій Петрович,Сергій,Петрович,Гмиря,С.П.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 58/",,,,5,Комуністична партія України,58,http://itd.rada.gov.ua/mps/info/expage/687/5,http://static.rada.gov.ua/dep_img4/kpu58.jpg,kpu58,1,26.01.1954,Вища,викладач історії та суспільствознавства,народний депутат України третього скликання
2259,7958,mp-but12_skl4,4,Головатий Сергій Петрович,Сергій,Петрович,Головатий,С.П.,,14.05.2002,20.10.2005,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Виборчий блок Юлії Тимошенко"" /№ у списку - 12/",,,,96,"Виборчий блок політичних партій ""Виборчий блок Юлії Тимошенко""",12,http://itd.rada.gov.ua/mps/info/expage/2259/5,http://static.rada.gov.ua/dep_img4/but12.jpg,but12,1,29.05.1954,Вища,юрист-міжнародник,народний депутат України третього скликання
2117,7856,mp-kpu55_skl4,4,Голуб Олександр Володимирович,Олександр,Володимирович,Голуб,О.В.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 55/",,,,5,Комуністична партія України,55,http://itd.rada.gov.ua/mps/info/expage/2117/5,http://static.rada.gov.ua/dep_img4/kpu55.jpg,kpu55,1,19.07.1967,Вища,журналіст,народний депутат України третього скликання
5579,7592,mp-d218_skl4,4,Горбаль Василь Михайлович,Василь,Михайлович,Горбаль,В.М.,,14.05.2002,25.05.2006,"Виборчий округ № 218, м. Київ",Виборчий округ № 218,218,м. Київ,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5579/5,http://static.rada.gov.ua/dep_img4/d218.jpg,d218,1,18.03.1971,Вища,"економіст-міжнародник, референт-перекладач","голова правління  відкритого акціонерного товариства акціонерного банку ""Укргазбанк"""
821,7182,mp-d6_skl4,4,Горбатов Валерій Миронович,Валерій,Миронович,Горбатов,В.М.,,14.05.2002,25.05.2006,"Виборчий округ № 6, Автономна Республіка Крим",Виборчий округ № 6,6,Автономна Республіка Крим,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/821/5,http://static.rada.gov.ua/dep_img4/d6.jpg,d6,1,27.06.1955,Вища,"інженер-гідротехнік, гідромеліорація","народний депутат України третього скликання, Голова Ради міністрів Автономної Республіки Крим"
2347,7418,mp-d128_skl4,4,Горбачов Віктор Сергійович,Віктор,Сергійович,Горбачов,В.С.,,14.05.2002,25.05.2006,"Виборчий округ № 128, Миколаївська область",Виборчий округ № 128,128,Миколаївська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/2347/5,http://static.rada.gov.ua/dep_img4/d128.jpg,d128,1,23.01.1961,Вища,фахівець з економіки і організації машинобудівної промисловості,народний депутат України третього скликання
5527,7322,mp-d78_skl4,4,Горлов Геннадій Васильович,Геннадій,Васильович,Горлов,Г.В.,,14.05.2002,25.05.2006,"Виборчий округ № 78, Запорізька область",Виборчий округ № 78,78,Запорізька область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5527/5,http://static.rada.gov.ua/dep_img4/d78.jpg,d78,1,20.09.1943,Вища,інженер-металург,"перший заступник голови правління відкритого акціонерного товариства ""Запорізький металургійний комбінат ""Запоріжсталь"" ім. С.Орджонікідзе"""
5577,7508,mp-d173_skl4,4,Гошовський Володимир Сергійович,Володимир,Сергійович,Гошовський,В.С.,,14.05.2002,25.05.2006,"Виборчий округ № 173, Харківська область",Виборчий округ № 173,173,Харківська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5577/5,http://static.rada.gov.ua/dep_img4/d173.jpg,d173,1,07.10.1973,Вища,"лікар, юрист","виконавчий директор державного підприємства ""Регіон"" Державного управління справами Президента України"
5465,8052,mp-sdpu17_skl4,4,Грановський Олександр Геннадійович,Олександр,Геннадійович,Грановський,О.Г.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціал-демократична партія України (об'єднана) /№ у списку - 17/",,,,53,Соціал-демократична партія України (об'єднана),17,http://itd.rada.gov.ua/mps/info/expage/5465/5,http://static.rada.gov.ua/dep_img4/sdpu17.jpg,sdpu17,1,31.07.1972,Вища,правознавство,"генеральний директор приватного підприємства ""Торговий дім “Каштан”"
5381,7768,mp-kpu11_skl4,4,Грач Леонід Іванович,Леонід,Іванович,Грач,Л.І.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 11/",,,,5,Комуністична партія України,11,http://itd.rada.gov.ua/mps/info/expage/5381/5,http://static.rada.gov.ua/dep_img4/kpu11.jpg,kpu11,1,01.01.1948,Вища,юрист,Голова Верхової Ради Автономної Республіки Крим
2102,7810,mp-kpu32_skl4,4,Грачев Олег Олексійович,Олег,Олексійович,Грачев,О.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 32/",,,,5,Комуністична партія України,32,http://itd.rada.gov.ua/mps/info/expage/2102/5,http://static.rada.gov.ua/dep_img4/kpu32.jpg,kpu32,1,27.08.1950,Вища,інженер-будівельник,народний депутат України третього скликання
694,7618,mp-nu6_skl4,4,Григорович Лілія Степанівна,Лілія,Степанівна,Григорович,Л.С.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 6/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",6,http://itd.rada.gov.ua/mps/info/expage/694/5,http://static.rada.gov.ua/dep_img4/nu6.jpg,nu6,2,12.09.1957,Вища,лікар-алерголог,народний депутат України третього скликання
5414,7708,mp-nu51_skl4,4,Гринів Ігор Олексійович,Ігор,Олексійович,Гринів,І.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 51/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",51,http://itd.rada.gov.ua/mps/info/expage/5414/5,http://static.rada.gov.ua/dep_img4/nu51.jpg,nu51,1,10.03.1961,Вища,"хімік, юрист",виконавчий директор Українського Фонду підтримки реформ
4625,8002,mp-spu12_skl4,4,Грязєв Анатолій Дмитрович,Анатолій,Дмитрович,Грязєв,А.Д.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 12/",,,,2,Соціалістична партія України,12,http://itd.rada.gov.ua/mps/info/expage/4625/5,http://static.rada.gov.ua/dep_img4/spu12.jpg,spu12,1,19.09.1941,Вища,вчений агроном,пенсіонер
2220,7550,mp-d196_skl4,4,Губський Богдан Володимирович,Богдан,Володимирович,Губський,Б.В.,,14.05.2002,25.05.2006,"Виборчий округ № 196, Черкаська область",Виборчий округ № 196,196,Черкаська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/2220/5,http://static.rada.gov.ua/dep_img4/d196.jpg,d196,1,30.03.1963,Вища,математик,народний депутат України третього скликання
2257,7400,mp-d119_skl4,4,Гудима Олександр Миколайович,Олександр,Миколайович,Гудима,О.М.,,14.05.2002,25.05.2006,"Виборчий округ № 119, Львівська область",Виборчий округ № 119,119,Львівська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/2257/5,http://static.rada.gov.ua/dep_img4/d119.jpg,d119,1,26.06.1950,Вища,інженер електричних станцій,народний депутат України третього скликання
5588,7492,mp-d165_skl4,4,Гуменюк Олег Іванович,Олег,Іванович,Гуменюк,О.І.,,14.05.2002,25.05.2006,"Виборчий округ № 165, Тернопільська область",Виборчий округ № 165,165,Тернопільська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5588/5,http://static.rada.gov.ua/dep_img4/d165.jpg,d165,1,27.09.1970,Вища,інженер-економіст,"голова товариства з обмеженою відповідальністю ""Заграва-Експо"""
822,7698,mp-nu46_skl4,4,Гурвіц Едуард Йосипович,Едуард,Йосипович,Гурвіц,Е.Й.,,14.05.2002,08.09.2005,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 46/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",46,http://itd.rada.gov.ua/mps/info/expage/822/5,http://static.rada.gov.ua/dep_img4/nu46.jpg,nu46,1,30.01.1948,Вища,інженер шляхів сполучення,народний депутат України третього скликання
5475,7900,mp-eu18_skl4,4,Гуреєв Василь Миколайович,Василь,Миколайович,Гуреєв,В.М.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 18/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",18,http://itd.rada.gov.ua/mps/info/expage/5475/5,http://static.rada.gov.ua/dep_img4/eu18.jpg,eu18,1,22.04.1952,Вища,економіст,Міністр промислової політики України
2111,7760,mp-kpu7_skl4,4,Гуренко Станіслав Іванович,Станіслав,Іванович,Гуренко,С.І.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 7/",,,,5,Комуністична партія України,7,http://itd.rada.gov.ua/mps/info/expage/2111/5,http://static.rada.gov.ua/dep_img4/kpu7.jpg,kpu7,1,30.05.1936,Вища,інженер-механік,народний депутат України третього скликання
695,7230,mp-d32_skl4,4,Гуров Вадим Миколайович,Вадим,Миколайович,Гуров,В.М.,,14.05.2002,25.05.2006,"Виборчий округ № 32, Дніпропетровська область",Виборчий округ № 32,32,Дніпропетровська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/695/5,http://static.rada.gov.ua/dep_img4/d32.jpg,d32,1,22.02.1937,Вища,інженер-металург,народний депутат України третього скликання
8246,8551,mp-nu92_skl4,4,Діденко Юрій Володимирович,Юрій,Володимирович,Діденко,Ю.В.,,05.07.2005,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 92/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",92,http://itd.rada.gov.ua/mps/info/expage/8246/5,http://static.rada.gov.ua/dep_img4/nu92.jpg,nu92,1,07.05.1959,Вища,політолог,помічник-консультант народного депутата України
5469,7522,mp-d181_skl4,4,Давидова Людмила Іванівна,Людмила,Іванівна,Давидова,Л.І.,,14.05.2002,25.05.2006,"Виборчий округ № 181, Харківська область",Виборчий округ № 181,181,Харківська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5469/5,http://static.rada.gov.ua/dep_img4/d181.jpg,d181,2,19.10.1957,Вища,"викладач правових дисциплін, учитель російської мови і літератури","президент благодійного фонду ""Турбота"""
7808,8453,mp-nu77_skl4,4,Давимука Степан Антонович,Степан,Антонович,Давимука,С.А.,,16.03.2005,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 77/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",77,http://itd.rada.gov.ua/mps/info/expage/7808/5,http://static.rada.gov.ua/dep_img4/nu77.jpg,nu77,1,08.02.1947,Вища,,начальник регіонального відділення Фонду державного майна України у Львівській області
2304,7488,mp-d163_skl4,4,Дашутін Григорій Петрович,Григорій,Петрович,Дашутін,Г.П.,,14.05.2002,25.05.2006,"Виборчий округ № 163, Сумська область",Виборчий округ № 163,163,Сумська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/2304/5,http://static.rada.gov.ua/dep_img4/d163.jpg,d163,1,09.04.1963,Вища,економіст,народний депутат України третього скликання
5567,7528,mp-d184_skl4,4,Демьохін Володимир Анатолійович,Володимир,Анатолійович,Демьохін,В.А.,,14.05.2002,25.05.2006,"Виборчий округ № 184, Херсонська область",Виборчий округ № 184,184,Херсонська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5567/5,http://static.rada.gov.ua/dep_img4/d184.jpg,d184,1,06.08.1955,Вища,інженер-радіотехнік ППО,"заступник голови правління закритого акціонерного товариства ""Торговий дім ""Укртатнафта-Юг"", м. Херсон"
2284,7886,mp-eu11_skl4,4,Деркач Андрій Леонідович,Андрій,Леонідович,Деркач,А.Л.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 11/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",11,http://itd.rada.gov.ua/mps/info/expage/2284/5,http://static.rada.gov.ua/dep_img4/eu11.jpg,eu11,1,19.08.1967,Вища,юрист-правознавець,народний депутат України третього скликання
5518,7238,mp-d36_skl4,4,Деркач Леонід Васильович,Леонід,Васильович,Деркач,Л.В.,,14.05.2002,25.05.2006,"Виборчий округ № 36, Дніпропетровська область",Виборчий округ № 36,36,Дніпропетровська область,97,"Виборчий блок політичних партій ""За Єдину Україну!""",,http://itd.rada.gov.ua/mps/info/expage/5518/5,http://static.rada.gov.ua/dep_img4/d36.jpg,d36,1,19.07.1939,Вища,інженер-механік,Голова Служби безпеки України
2394,7662,mp-nu28_skl4,4,Джемілєв Мустафа,Мустафа,,Джемілєв,М.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 28/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",28,http://itd.rada.gov.ua/mps/info/expage/2394/5,http://static.rada.gov.ua/dep_img4/nu28.jpg,nu28,1,13.11.1943,Незакінчена вища,,народний депутат України третього скликання
2328,7732,mp-nu63_skl4,4,Джоджик Ярослав Іванович,Ярослав,Іванович,Джоджик,Я.І.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 63/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",63,http://itd.rada.gov.ua/mps/info/expage/2328/5,http://static.rada.gov.ua/dep_img4/nu63.jpg,nu63,1,09.01.1960,Вища,інженер-радіофізик,народний депутат України третього скликання
7356,8351,mp-eu43_skl4,4,Дзонь Валентин Михайлович,Валентин,Михайлович,Дзонь,В.М.,,15.06.2004,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 43/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",43,http://itd.rada.gov.ua/mps/info/expage/7356/5,http://static.rada.gov.ua/dep_img4/eu43.jpg,eu43,1,19.11.1956,Вища,,перший заступник голови Луганської обласної державної адміністрації
5595,7406,mp-d122_skl4,4,Димінський Петро Петрович,Петро,Петрович,Димінський,П.П.,,14.05.2002,25.05.2006,"Виборчий округ № 122, Львівська область",Виборчий округ № 122,122,Львівська область,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",,http://itd.rada.gov.ua/mps/info/expage/5595/5,http://static.rada.gov.ua/dep_img4/d122.jpg,d122,1,27.11.1954,Вища,гірничий інженер,"голова Спостережної ради відкритого акціонерного товариства ""Нафтопереробний комплекс - Галичина"""
5578,7510,mp-d174_skl4,4,Добкін Михайло Маркович,Михайло,Маркович,Добкін,М.М.,,14.05.2002,25.05.2006,"Виборчий округ № 174, Харківська область",Виборчий округ № 174,174,Харківська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5578/5,http://static.rada.gov.ua/dep_img4/d174.jpg,d174,1,26.01.1970,Вища,,
5391,7930,mp-eu33_skl4,4,Довгий Станіслав Олексійович,Станіслав,Олексійович,Довгий,С.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""За Єдину Україну!"" /№ у списку - 33/",,,,97,"Виборчий блок політичних партій ""За Єдину Україну!""",33,http://itd.rada.gov.ua/mps/info/expage/5391/5,http://static.rada.gov.ua/dep_img4/eu33.jpg,eu33,1,23.07.1954,Вища,інженер-механік,голова Державного комітету зв’язку та інформатизації України
5492,7678,mp-nu36_skl4,4,Довгий Тарас Олексійович,Тарас,Олексійович,Довгий,Т.О.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 36/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",36,http://itd.rada.gov.ua/mps/info/expage/5492/5,http://static.rada.gov.ua/dep_img4/nu36.jpg,nu36,1,24.07.1967,Вища,механік,"генеральний директор закритого акціонерного товариства ""Завод радіоапаратури"", м. Київ"
2124,7820,mp-kpu37_skl4,4,Доманський Анатолій Іванович,Анатолій,Іванович,Доманський,А.І.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 37/",,,,5,Комуністична партія України,37,http://itd.rada.gov.ua/mps/info/expage/2124/5,http://static.rada.gov.ua/dep_img4/kpu37.jpg,kpu37,1,23.09.1939,Вища,політолог,народний депутат України третього скликання
2138,7842,mp-kpu48_skl4,4,Дорогунцов Сергій Іванович,Сергій,Іванович,Дорогунцов,С.І.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 48/",,,,5,Комуністична партія України,48,http://itd.rada.gov.ua/mps/info/expage/2138/5,http://static.rada.gov.ua/dep_img4/kpu48.jpg,kpu48,1,22.09.1929,Вища,"юрист, економіст",народний депутат України третього скликання
2253,7668,mp-nu31_skl4,4,Драч Іван Федорович,Іван,Федорович,Драч,І.Ф.,,14.05.2002,25.05.2006,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна"" /№ у списку - 31/",,,,95,"Виборчий блок політичних партій ""Блок Віктора Ющенка ""Наша Україна""",31,http://itd.rada.gov.ua/mps/info/expage/2253/5,http://static.rada.gov.ua/dep_img4/nu31.jpg,nu31,1,17.10.1936,Незакінчена вища,"кіносценарист, літератор","голова Державного комітету інформаційної політики, телебачення та радіомовлення України"
5657,8111,mp-d35_skl4,4,Драчевський Віктор Васильович,Віктор,Васильович,Драчевський,В.В.,,03.09.2002,25.05.2006,"Виборчий округ № 35, Дніпропетровська область",Виборчий округ № 35,35,Дніпропетровська область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5657/5,http://static.rada.gov.ua/dep_img4/d35.jpg,d35,1,10.11.1960,Вища,,перший заступник начальника Дніпропетровського міського управління Міністерства внутрішніх справ України в Дніпропетровській області
5589,7544,mp-d192_skl4,4,Дубицький В'ячеслав Володимирович,В'ячеслав,Володимирович,Дубицький,В.В.,,14.05.2002,25.05.2006,"Виборчий округ № 192, Хмельницька область",Виборчий округ № 192,192,Хмельницька область,0,Самовисування,,http://itd.rada.gov.ua/mps/info/expage/5589/5,http://static.rada.gov.ua/dep_img4/d192.jpg,d192,1,10.08.1947,Вища,агроном,голова Кам'янець-Подільської районної державної адміністрації
