id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,address,resignation_text
5520,333,mp-ob9_skl8,8,Бахтеєва Тетяна Дмитрівна,Тетяна,Дмитрівна,Бахтеєва,Т.Д.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 9/",,,,,безпартійнa,50,Безпартійний,9,"народилася 27 листопада 1953 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Донецьку, судимість відсутня, включена до виборчого списку під № 9.",http://itd.rada.gov.ua/mps/info/page/5520,http://static.rada.gov.ua/dep_img8/ob9.jpg,ob9,2,27.11.1953,вища,,,народний депутат України,,так,в місті Донецьку,
15734,15,mp-d24_1_skl8,8,Безбах Яків Якович,Яків,Якович,Безбах,Я.Я.,27.11.2014,,"Виборчий округ № 24, Дніпропетровська область",Виборчий округ № 24,24,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 8 вересня 1957 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Дніпропетровську, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15734,http://static.rada.gov.ua/dep_img8/d24_1.jpg,d24_1,1,08.09.1957,вища,,,народний депутат України,,так,в місті Дніпропетровську,
19550,480,mp-nf80_skl8,8,Бендюженко Федір Володимирович,Федір,Володимирович,Бендюженко,Ф.В.,21.02.2017,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 80/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",80,"народився 23 липня 1982 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник управління контролю за виконанням рішень, Державна виконавча служба України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 80.",http://itd.rada.gov.ua/mps/info/page/19550,http://static.rada.gov.ua/dep_img8/nf80.jpg,nf80,1,23.07.1982,вища,,,начальник управління контролю за виконанням рішень,Державна виконавча служба України,ні,в місті Києві,
18064,171,mp-d213_1_skl8,8,Береза Борислав Юхимович,Борислав,Юхимович,Береза,Б.Ю.,27.11.2014,,"Виборчий округ № 213, м. Київ",Виборчий округ № 213,213,85,м. Київ,безпартійний,50,Безпартійний,,"народився 13 червня 1974 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18064,http://static.rada.gov.ua/dep_img8/d213_1.jpg,d213_1,1,13.06.1974,вища,,,тимчасово не працює,,ні,в місті Києві,
17949,190,mp-nf10_skl8,8,Береза Юрій Миколайович,Юрій,Миколайович,Береза,Ю.М.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 10/",,,,,безпартійний,50,Безпартійний,10,"народився 8 лютого 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, батальйон патрульної служби міліції особливого призначення ""Дніпро-1"" Головного управління Міністерства внутрішніх справ України у Дніпропетровській області, безпартійний, проживає в місті Дніпропетровську, судимість відсутня, включений до виборчого списку під № 10.",http://itd.rada.gov.ua/mps/info/page/17949,http://static.rada.gov.ua/dep_img8/nf10.jpg,nf10,1,08.02.1970,вища,,,командир,"батальйон патрульної служби міліції особливого призначення ""Дніпро-1"" Головного управління Міністерства внутрішніх справ України у Дніпропетровській області",ні,в місті Дніпропетровську,
17568,446,mp-d205_2_skl8,8,Березенко Сергій Іванович,Сергій,Іванович,Березенко,С.І.,02.09.2015,,"Виборчий округ № 205, Чернігівська область",Виборчий округ № 205,205,77,Чернігівська область,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"народився 11 квiтня 1984 року в місті Вінниці, громадянин України, протягом останніх п'яти років проживає на території України, освіта вища, керівник, Державне управління справами, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"", проживає в місті Києві, судимість відсутня, суб'єкт висування - ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"".",http://itd.rada.gov.ua/mps/info/page/17568,http://static.rada.gov.ua/dep_img8/d205_2.jpg,d205_2,1,11.04.1984,вища,,,керівник,Державне управління справами,ні,в місті Києві,
14393,74,mp-d100_1_skl8,8,Березкін Станіслав Семенович,Станіслав,Семенович,Березкін,С.С.,27.11.2014,,"Виборчий округ № 100, Кіровоградська область",Виборчий округ № 100,100,35,Кіровоградська область,безпартійний,50,Безпартійний,,"народився 12 травня 1959 року в селі Високі Байраки Кіровоградського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Кіровограді, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/14393,http://static.rada.gov.ua/dep_img8/d100_1.jpg,d100_1,1,12.05.1959,вища,,,народний депутат України,,так,в місті Кіровограді,
18027,321,mp-sp28_skl8,8,Березюк Олег Романович,Олег,Романович,Березюк,О.Р.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 28/",,,,,"член Політичної партії ""Об’єднання ""САМОПОМІЧ""",212,"Політична партія ""Об'єднання ""САМОПОМІЧ""",28,"народився 8 жовтня 1969 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор департаменту гуманітарної політики, Львівська міська рада, член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Львові, судимість відсутня, включений до виборчого списку під № 28.",http://itd.rada.gov.ua/mps/info/page/18027,http://static.rada.gov.ua/dep_img8/sp28.jpg,sp28,1,08.10.1969,вища,,,директор департаменту гуманітарної політики,Львівська міська рада,ні,в місті Львові,
15829,155,mp-d196_1_skl8,8,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Г.Б.,27.11.2014,,"Виборчий округ № 196, Черкаська область",Виборчий округ № 196,196,71,Черкаська область,безпартійний,50,Безпартійний,,"народився 15 листопада 1965 року в місті Васильків Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Селище Корсунь-Шевченківського району Черкаської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15829,http://static.rada.gov.ua/dep_img8/d196_1.jpg,d196_1,1,15.11.1965,вища,,,народний депутат України,,так,в селі Селище Корсунь-Шевченківського району Черкаської області,
11173,477,mp-d151_2_skl8,8,Богдан Руслан Дмитрович,Руслан,Дмитрович,Богдан,Р.Д.,06.09.2016,,"Виборчий округ № 151, Полтавська область",Виборчий округ № 151,151,53,Полтавська область,"член політичної партії Всеукраїнське об’єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"народився 28 сiчня 1972 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Полтавська обласна організація Всеукраїнського об’єднання ""Батьківщина"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/page/11173,http://static.rada.gov.ua/dep_img8/d151_2.jpg,d151_2,1,28.01.1972,вища,,,голова,"Полтавська обласна організація Всеукраїнського об’єднання ""Батьківщина""",ні,в місті Києві,
17972,243,mp-bp3_skl8,8,Богомолець Ольга Вадимівна,Ольга,Вадимівна,Богомолець,О.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 3/",,,,,безпартійнa,50,Безпартійний,3,"народилася 22 березня 1966 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, головний лікар, лікар-дерматовенеролог, ПП ""Інститут дерматокосметології доктора Богомолець"", безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/page/17972,http://static.rada.gov.ua/dep_img8/bp3.jpg,bp3,2,22.03.1966,вища,,,головний лікар,"лікар-дерматовенеролог, ПП ""Інститут дерматокосметології доктора Богомолець""",ні,в місті Києві,
8725,53,mp-d77_1_skl8,8,Богуслаєв Вячеслав Олександрович,Вячеслав,Олександрович,Богуслаєв,В.О.,27.11.2014,,"Виборчий округ № 77, Запорізька область",Виборчий округ № 77,77,23,Запорізька область,безпартійний,50,Безпартійний,,"народився 28 жовтня 1938 року в місті Уральськ, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селищі Сонячне Запорізького району Запорізької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/8725,http://static.rada.gov.ua/dep_img8/d77_1.jpg,d77_1,1,28.10.1938,вища,,,народний депутат України,,так,в селищі Сонячне Запорізького району Запорізької області,
16698,239,mp-nf66_skl8,8,Бойко Олена Петрівна,Олена,Петрівна,Бойко,О.П.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 66/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",66,"народилася 7 серпня 1972 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 66.",http://itd.rada.gov.ua/mps/info/page/16698,http://static.rada.gov.ua/dep_img8/nf66.jpg,nf66,2,07.08.1972,вища,,,помічник-консультант народного депутата України,,ні,в місті Києві,
11094,326,mp-ob1_skl8,8,Бойко Юрій Анатолійович,Юрій,Анатолійович,Бойко,Ю.А.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 1/",,,,,безпартійний,50,Безпартійний,1,"народився 9 жовтня 1958 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Рубіжне Луганської області, судимість відсутня, включений до виборчого списку під № 1.",http://itd.rada.gov.ua/mps/info/page/11094,http://static.rada.gov.ua/dep_img8/ob1.jpg,ob1,1,09.10.1958,вища,,,тимчасово не працює,,ні,в місті Рубіжне Луганської області,
15826,150,mp-d191_1_skl8,8,Бондар Віктор Васильович,Віктор,Васильович,Бондар,В.В.,27.11.2014,,"Виборчий округ № 191, Хмельницька область",Виборчий округ № 191,191,68,Хмельницька область,безпартійний,50,Безпартійний,,"народився 5 листопада 1975 року в місті Ленінград, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Дашківці Віньковецького району Хмельницької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15826,http://static.rada.gov.ua/dep_img8/d191_1.jpg,d191_1,1,05.11.1975,вища,,,народний депутат України,,так,в селі Дашківці Віньковецького району Хмельницької області,
18066,84,mp-d119_1_skl8,8,Бондар Михайло Леонтійович,Михайло,Леонтійович,Бондар,М.Л.,27.11.2014,,"Виборчий округ № 119, Львівська область",Виборчий округ № 119,119,46,Львівська область,безпартійний,50,Безпартійний,,"народився 17 листопада 1973 року в селі Бодячів Сокальського району Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир відділення, військова частина 3027 другого батальйону оперативного призначення Національної гвардії України, безпартійний, проживає в місті Сокаль Львівської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".",http://itd.rada.gov.ua/mps/info/page/18066,http://static.rada.gov.ua/dep_img8/d119_1.jpg,d119_1,1,17.11.1973,вища,,,командир відділення,військова частина 3027 другого батальйону оперативного призначення Національної гвардії України,ні,в місті Сокаль Львівської області,
17998,294,mp-bp62_skl8,8,Брензович Василь Іванович,Василь,Іванович,Брензович,В.І.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 62/",,,,,безпартійний,50,Безпартійний,62,"народився 25 квiтня 1964 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Закарпатська обласна рада, безпартійний, проживає в селі Запсонь Берегівського району Закарпатської області, судимість відсутня, включений до виборчого списку під № 62.",http://itd.rada.gov.ua/mps/info/page/17998,http://static.rada.gov.ua/dep_img8/bp62.jpg,bp62,1,25.04.1964,вища,,,перший заступник голови,Закарпатська обласна рада,ні,в селі Запсонь Берегівського району Закарпатської області,
15838,463,mp-bp75_skl8,8,Бригинець Олександр Михайлович,Олександр,Михайлович,Бригинець,О.М.,29.03.2016,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 75/",,,,,безпартійний,50,Безпартійний,75,"народився 14 квiтня 1962 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 75.",http://itd.rada.gov.ua/mps/info/page/15838,http://static.rada.gov.ua/dep_img8/bp75.jpg,bp75,1,14.04.1962,вища,,,народний депутат України,,так,в місті Києві,
15796,225,mp-nf47_skl8,8,Бриченко Ігор Віталійович,Ігор,Віталійович,Бриченко,І.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 47/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",47,"народився 7 липня 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в селі Новопетрівка Снігурівського району Миколаївської області, судимість відсутня, включений до виборчого списку під № 47.",http://itd.rada.gov.ua/mps/info/page/15796,http://static.rada.gov.ua/dep_img8/nf47.jpg,nf47,1,07.07.1970,загальна середня,,,народний депутат України,,так,в селі Новопетрівка Снігурівського району Миколаївської області,
15802,108,mp-d145_1_skl8,8,Бублик Юрій Васильович,Юрій,Васильович,Бублик,Ю.В.,27.11.2014,,"Виборчий округ № 145, Полтавська область",Виборчий округ № 145,145,53,Полтавська область,"член політичної партії Всеукраїнське об’єднання ""Свобода"", з 25.12.2015 - зупинення членства у ВО ""Свобода""",117,"Політична партія Всеукраїнське об'єднання ""Свобода""",,"народився 1 грудня 1973 року в селі Новоселівка Полтавського району Полтавської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Всеукраїнське об’єднання ""Свобода"", з 25.12.2015 - зупинення членства у ВО ""Свобода"", проживає в селі Ковалівка Полтавського району Полтавської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",http://itd.rada.gov.ua/mps/info/page/15802,http://static.rada.gov.ua/dep_img8/d145_1.jpg,d145_1,1,01.12.1973,вища,,,народний депутат України,,так,в селі Ковалівка Полтавського району Полтавської області,
20287,481,mp-bp81_skl8,8,Буглак Юрій Олександрович,Юрій,Олександрович,Буглак,Ю.О.,14.03.2017,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 81/",,,,,безпартійний,50,Безпартійний,81,"народився 7 лютого 1965 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, головний юридичний радник, дочірнє підприємство ""Кондитерська корпорація ""Рошен"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 81.",http://itd.rada.gov.ua/mps/info/page/20287,http://static.rada.gov.ua/dep_img8/bp81.jpg,bp81,1,07.02.1965,вища,,,головний юридичний радник,"дочірнє підприємство ""Кондитерська корпорація ""Рошен""",ні,в місті Києві,
15655,162,mp-d204_1_skl8,8,Бурбак Максим Юрійович,Максим,Юрійович,Бурбак,М.Ю.,27.11.2014,,"Виборчий округ № 204, Чернівецька область",Виборчий округ № 204,204,74,Чернівецька область,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",,"народився 13 сiчня 1976 року в місті Чернівці, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Міністр інфраструктури України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".",http://itd.rada.gov.ua/mps/info/page/15655,http://static.rada.gov.ua/dep_img8/d204_1.jpg,d204_1,1,13.01.1976,вища,,,Міністр інфраструктури України,,ні,в місті Чернівцях,
15257,124,mp-d162_1_skl8,8,Бухарєв Владислав Вікторович,Владислав,Вікторович,Бухарєв,В.В.,27.11.2014,,"Виборчий округ № 162, Сумська область",Виборчий округ № 162,162,59,Сумська область,безпартійний,50,Безпартійний,,"народився 14 березня 1969 року в місті Лебедин Сумської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, офіцер з особливих доручень Апарату Голови Служби безпеки України, Служба безпеки України, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/page/15257,http://static.rada.gov.ua/dep_img8/d162_1.jpg,d162_1,1,14.03.1969,вища,,,офіцер з особливих доручень Апарату Голови Служби безпеки України,Служба безпеки України,ні,в місті Києві,
8737,327,mp-ob2_skl8,8,Вілкул Олександр Юрійович,Олександр,Юрійович,Вілкул,О.Ю.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 2/",,,,,безпартійний,50,Безпартійний,2,"народився 24 травня 1974 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, громадська організація ""ФОНД ОЛЕКСАНДРА ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА"", безпартійний, проживає в місті Кривий Ріг Дніпропетровської області, судимість відсутня, включений до виборчого списку під № 2.",http://itd.rada.gov.ua/mps/info/page/8737,http://static.rada.gov.ua/dep_img8/ob2.jpg,ob2,1,24.05.1974,вища,,,голова,"громадська організація ""ФОНД ОЛЕКСАНДРА ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""",ні,в місті Кривий Ріг Дніпропетровської області,
18069,144,mp-d184_1_skl8,8,Вінник Іван Юлійович,Іван,Юлійович,Вінник,І.Ю.,27.11.2014,,"Виборчий округ № 184, Херсонська область",Виборчий округ № 184,184,65,Херсонська область,безпартійний,50,Безпартійний,,"народився 3 сiчня 1979 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18069,http://static.rada.gov.ua/dep_img8/d184_1.jpg,d184_1,1,03.01.1979,вища,,,тимчасово не працює,,ні,в місті Нова Каховка Херсонської області,
18043,356,mp-rp7_skl8,8,Вітко Артем Леонідович,Артем,Леонідович,Вітко,А.Л.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 7/",,,,,безпартійний,50,Безпартійний,7,"народився 31 сiчня 1983 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, батальйон ""Луганськ-1"", безпартійний, проживає в місті Сєвєродонецьк Луганської області, судимість відсутня, включений до виборчого списку під № 7.",http://itd.rada.gov.ua/mps/info/page/18043,http://static.rada.gov.ua/dep_img8/rp7.jpg,rp7,1,31.01.1983,вища,,,командир,"батальйон ""Луганськ-1""",ні,в місті Сєвєродонецьк Луганської області,
18067,95,mp-d130_1_skl8,8,Вадатурський Андрій Олексійович,Андрій,Олексійович,Вадатурський,А.О.,27.11.2014,,"Виборчий округ № 130, Миколаївська область",Виборчий округ № 130,130,48,Миколаївська область,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"народився 11 квiтня 1973 року на станції Трикратне Вознесенського району Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова наглядової ради, ТОВ ""Сільськогосподарське підприємство ""НІБУЛОН"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Миколаєві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18067,http://static.rada.gov.ua/dep_img8/d130_1.jpg,d130_1,1,11.04.1973,вища,,,голова наглядової ради,"ТОВ ""Сільськогосподарське підприємство ""НІБУЛОН""",ні,в місті Миколаєві,
18068,57,mp-d81_1_skl8,8,Валентиров Сергій Васильович,Сергій,Васильович,Валентиров,С.В.,27.11.2014,,"Виборчий округ № 81, Запорізька область",Виборчий округ № 81,81,23,Запорізька область,безпартійний,50,Безпартійний,,"народився 7 серпня 1978 року в місті Бердянськ Запорізької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Торговий дім ""Агрінол"", безпартійний, проживає в місті Бердянськ Запорізької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18068,http://static.rada.gov.ua/dep_img8/d81_1.jpg,d81_1,1,07.08.1978,вища,,,директор,"ТОВ ""Торговий дім ""Агрінол""",ні,в місті Бердянськ Запорізької області,
17964,223,mp-nf45_skl8,8,Ванат Петро Михайлович,Петро,Михайлович,Ванат,П.М.,27.11.2014,08.02.2017,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 45/",,,,,безпартійний,50,Безпартійний,45,"народився 28 сiчня 1938 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, президент, Запорізький обласний союз промисловців і підприємців (роботодавців) ""Потенціал"", голова, Запорізька обласна федерація роботодавців, безпартійний, проживає в місті Запоріжжі, судимість відсутня, включений до виборчого списку під № 45.",http://itd.rada.gov.ua/mps/info/page/17964,http://static.rada.gov.ua/dep_img8/nf45.jpg,nf45,1,28.01.1938,вища,,,президент,"Запорізький обласний союз промисловців і підприємців (роботодавців) ""Потенціал"", голова, Запорізька обласна федерація роботодавців",ні,в місті Запоріжжі,НДУ Смерть
15787,197,mp-nf17_skl8,8,Васюник Ігор Васильович,Ігор,Васильович,Васюник,І.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 17/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",17,"народився 1 серпня 1969 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Львові, судимість відсутня, включений до виборчого списку під № 17.",http://itd.rada.gov.ua/mps/info/page/15787,http://static.rada.gov.ua/dep_img8/nf17.jpg,nf17,1,01.08.1969,вища,,,народний депутат України,,так,в місті Львові,
19857,466,mp-bp78_skl8,8,Велікін Олег Маркович,Олег,Маркович,Велікін,О.М.,21.04.2016,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 78/",,,,,безпартійний,50,Безпартійний,78,"народився 6 травня 1971 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Відкрите суспільство"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 78.",http://itd.rada.gov.ua/mps/info/page/19857,http://static.rada.gov.ua/dep_img8/bp78.jpg,bp78,1,06.05.1971,вища,,,директор,"ТОВ ""Відкрите суспільство""",ні,в місті Києві,
17961,218,mp-nf40_skl8,8,Величкович Микола Романович,Микола,Романович,Величкович,М.Р.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 40/",,,,,безпартійний,50,Безпартійний,40,"народився 18 листопада 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник Міністра внутрішніх справ України, безпартійний, проживає в місті Львові, судимість відсутня, включений до виборчого списку під № 40.",http://itd.rada.gov.ua/mps/info/page/17961,http://static.rada.gov.ua/dep_img8/nf40.jpg,nf40,1,18.11.1972,вища,,,заступник Міністра внутрішніх справ України,,ні,в місті Львові,
18008,304,mp-sp9_skl8,8,Веселова Наталія Василівна,Наталія,Василівна,Веселова,Н.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 9/",,,,,безпартійнa,50,Безпартійний,9,"народилася 27 серпня 1975 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, директор, Благодійна організація ""Благодійний фонд допомоги батальйону ""Донбас"", безпартійнa, проживає в місті Донецьку, судимість відсутня, включена до виборчого списку під № 9.",http://itd.rada.gov.ua/mps/info/page/18008,http://static.rada.gov.ua/dep_img8/sp9.jpg,sp9,2,27.08.1975,вища,,,директор,"Благодійна організація ""Благодійний фонд допомоги батальйону ""Донбас""",ні,в місті Донецьку,
17963,222,mp-nf44_skl8,8,Висоцький Сергій Віталійович,Сергій,Віталійович,Висоцький,С.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 44/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",44,"народився 10 липня 1985 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, спеціальний кореспондент, ТОВ ""Інформаційне агентство ""ЛігаБізнесІнформ"", заступник головного редактора, ТОВ ""Новини – ТВ"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 44.",http://itd.rada.gov.ua/mps/info/page/17963,http://static.rada.gov.ua/dep_img8/nf44.jpg,nf44,1,10.07.1985,загальна середня,,,спеціальний кореспондент,"ТОВ ""Інформаційне агентство ""ЛігаБізнесІнформ"", заступник головного редактора, ТОВ ""Новини – ТВ""",ні,в місті Києві,
12265,384,mp-but15_skl8,8,Власенко Сергій Володимирович,Сергій,Володимирович,Власенко,С.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 15/",,,,,"член політичної партії Всеукраїнське об’єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",15,"народився 7 березня 1967 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/page/12265,http://static.rada.gov.ua/dep_img8/but15.jpg,but15,1,07.03.1967,вища,,,народний депутат України,,так,в місті Києві,
