id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education
15655,332,mp-but43_skl7,7,Бурбак Максим Юрійович,Максим,Юрійович,Бурбак,М.Ю.,12.12.2012,17.03.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 43/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",43,"освіта вища,<br>голова,<br>Регіональна громадська організація ""Перший аграрний кластер"",<br>безпартійний,<br>проживає в місті Чернівцях,<br>судимість відсутня,<br>включений до виборчого списку під № 43.",http://itd.rada.gov.ua/mps/info/expage/15655/8,http://static.rada.gov.ua/dep_img7/but43.jpg,but43,1,13.01.1976,Вища
1352,189,mp-d190_1_skl7,7,Буряк Сергій Васильович,Сергій,Васильович,Буряк,С.В.,12.12.2012,27.11.2014,"Виборчий округ № 190, Хмельницька область",Виборчий округ № 190,190,Хмельницька область,0,Самовисування,,"освіта вища,<br>голова у відставці,<br>Державна податкова адміністрація України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/1352/8,http://static.rada.gov.ua/dep_img7/d190_1.jpg,d190_1,1,01.04.1966,Вища
15739,30,mp-d29_1_skl7,7,Бутківський Віктор Володимирович,Віктор,Володимирович,Бутківський,В.В.,12.12.2012,27.11.2014,"Виборчий округ № 29, Дніпропетровська область",Виборчий округ № 29,29,Дніпропетровська область,94,Партія регіонів,,"освіта вища,<br>начальник Головного територіального управління Міністерства надзвичайних ситуацій України в Дніпропетровській області,<br>член Партії регіонів,<br>проживає в селі Старі Кодаки Дніпропетровського району Дніпропетровської області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15739/8,http://static.rada.gov.ua/dep_img7/d29_1.jpg,d29_1,1,29.04.1959,Вища
15692,402,mp-kpu15_skl7,7,Буховець Олег Юлійович,Олег,Юлійович,Буховець,О.Ю.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 15/",,,,5,Комуністична партія України,15,"освіта вища,<br>перший секретар Балаклійського районного комітету Компартії України,<br>член Комуністичної партії України,<br>проживає в місті Балаклія Харківської області,<br>судимість відсутня,<br>включений до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/expage/15692/8,http://static.rada.gov.ua/dep_img7/kpu15.jpg,kpu15,1,10.07.1974,Вища
15758,74,mp-d73_1_skl7,7,Бушко Іван Іванович,Іван,Іванович,Бушко,І.І.,12.12.2012,27.11.2014,"Виборчий округ № 73, Закарпатська область",Виборчий округ № 73,73,Закарпатська область,94,Партія регіонів,,"освіта вища,<br>перший заступник голови Закарпатської обласної державної адміністрації,<br>член Партії регіонів,<br>проживає в місті Виноградів Закарпатської області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15758/8,http://static.rada.gov.ua/dep_img7/d73_1.jpg,d73_1,1,10.03.1969,Вища
15702,425,mp-sv6_skl7,7,Вітів Анатолій Миколайович,Анатолій,Миколайович,Вітів,А.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Свобода"" /№ у списку - 6/",,,,117,"Політична партія Всеукраїнське об'єднання ""Свобода""",6,"освіта середня,<br>менеджер,<br>приватне підприємство ""Мельник Є.І."",<br>член політичної партії Всеукраїнське об’єднання ""Свобода"",<br>проживає в місті Луцьку,<br>судимість відсутня,<br>включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/expage/15702/8,http://static.rada.gov.ua/dep_img7/sv6.jpg,sv6,1,22.07.1960,Середня технічна
15683,383,mp-ud30_skl7,7,Ванзуряк Роман Степанович,Роман,Степанович,Ванзуряк,Р.С.,12.12.2012,15.04.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 30/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",30,"освіта вища,<br>тимчасово не працює,<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в смт Глибока Чернівецької області,<br>судимість відсутня,<br>включений до виборчого списку під № 30.",http://itd.rada.gov.ua/mps/info/expage/15683/8,http://static.rada.gov.ua/dep_img7/ud30.jpg,ud30,1,13.04.1980,Вища
5479,255,mp-reg36_skl7,7,Васадзе Таріел Шакрович,Таріел,Шакрович,Васадзе,Т.Ш.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 36/",,,,94,Партія регіонів,36,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 36.",http://itd.rada.gov.ua/mps/info/expage/5479/8,http://static.rada.gov.ua/dep_img7/reg36.jpg,reg36,1,15.10.1947,Вища
954,273,mp-reg54_skl7,7,Васильєв Геннадій Андрійович,Геннадій,Андрійович,Васильєв,Г.А.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 54/",,,,94,Партія регіонів,54,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 54.",http://itd.rada.gov.ua/mps/info/expage/954/8,http://static.rada.gov.ua/dep_img7/reg54.jpg,reg54,1,03.10.1953,Вища
7193,60,mp-d59_1_skl7,7,Васильєв Олександр Андрійович,Олександр,Андрійович,Васильєв,О.А.,12.12.2012,27.11.2014,"Виборчий округ № 59, Донецька область",Виборчий округ № 59,59,Донецька область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/7193/8,http://static.rada.gov.ua/dep_img7/d59_1.jpg,d59_1,1,29.10.1951,Вища
15787,117,mp-d117_1_skl7,7,Васюник Ігор Васильович,Ігор,Васильович,Васюник,І.В.,12.12.2012,27.11.2014,"Виборчий округ № 117, Львівська область",Виборчий округ № 117,117,Львівська область,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>заступник голови,<br>Львівський обласний осередок Громадської організації ""ФРОНТ ЗМІН"",<br>безпартійний,<br>проживає в місті Львові,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/15787/8,http://static.rada.gov.ua/dep_img7/d117_1.jpg,d117_1,1,01.08.1969,Вища
815,264,mp-reg45_skl7,7,Ващук Катерина Тимофіївна,Катерина,Тимофіївна,Ващук,К.Т.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 45/",,,,94,Партія регіонів,45,"освіта вища,<br>народний депутат України,<br>безпартійнa,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 45.",http://itd.rada.gov.ua/mps/info/expage/815/8,http://static.rada.gov.ua/dep_img7/reg45.jpg,reg45,2,20.01.1947,Вища
5563,265,mp-reg46_skl7,7,Веревський Андрій Михайлович,Андрій,Михайлович,Веревський,А.М.,12.12.2012,05.03.2013,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 46/",,,,94,Партія регіонів,46,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 46.",http://itd.rada.gov.ua/mps/info/expage/5563/8,http://static.rada.gov.ua/dep_img7/reg46.jpg,reg46,1,25.07.1974,Вища
8735,250,mp-reg31_skl7,7,Вечерко Володимир Миколайович,Володимир,Миколайович,Вечерко,В.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 31/",,,,94,Партія регіонів,31,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 31.",http://itd.rada.gov.ua/mps/info/expage/8735/8,http://static.rada.gov.ua/dep_img7/reg31.jpg,reg31,1,07.11.1953,Вища
12265,467,mp-but20_skl7,7,Власенко Сергій Володимирович,Сергій,Володимирович,Власенко,С.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 20/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",20,"освіта вища,<br>народний депутат України,<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/expage/12265/8,http://static.rada.gov.ua/dep_img7/but20.jpg,but20,1,07.03.1967,Вища
15807,152,mp-d153_1_skl7,7,Вознюк Юрій Володимирович,Юрій,Володимирович,Вознюк,Ю.В.,12.12.2012,27.11.2014,"Виборчий округ № 153, Рівненська область",Виборчий округ № 153,153,Рівненська область,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>фінансовий директор,<br>ТОВ фірма ""Екорембуд"",<br>безпартійний,<br>проживає в місті Рівному,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/15807/8,http://static.rada.gov.ua/dep_img7/d153_1.jpg,d153_1,1,31.01.1980,Вища
2513,157,mp-d158_1_skl7,7,Волков Олександр Михайлович,Олександр,Михайлович,Волков,О.М.,12.12.2012,27.11.2014,"Виборчий округ № 158, Сумська область",Виборчий округ № 158,158,Сумська область,0,Самовисування,,"освіта вища,<br>президент,<br>Інститут політичного аналізу та соціального прогнозу,<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Києві,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/2513/8,http://static.rada.gov.ua/dep_img7/d158_1.jpg,d158_1,1,30.04.1948,Вища
8740,283,mp-reg64_skl7,7,Волков Олександр Анатолійович,Олександр,Анатолійович,Волков,О.А.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 64/",,,,94,Партія регіонів,64,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 64.",http://itd.rada.gov.ua/mps/info/expage/8740/8,http://static.rada.gov.ua/dep_img7/reg64.jpg,reg64,1,29.03.1964,Вища
8741,245,mp-reg26_skl7,7,Воропаєв Юрій Миколайович,Юрій,Миколайович,Воропаєв,Ю.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 26/",,,,94,Партія регіонів,26,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 26.",http://itd.rada.gov.ua/mps/info/expage/8741/8,http://static.rada.gov.ua/dep_img7/reg26.jpg,reg26,1,10.01.1955,Вища
15675,373,mp-ud20_skl7,7,Гінка Ярослав Ярославович,Ярослав,Ярославович,Гінка,Я.Я.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 20/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",20,"освіта вища,<br>голова правління,<br>ВАТ ""Пансіонат ""Золотий Лев"",<br>член Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"",<br>проживає в смт Брюховичі Шевченківського району міста Львова,<br>судимість відсутня,<br>включений до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/expage/15675/8,http://static.rada.gov.ua/dep_img7/ud20.jpg,ud20,1,21.11.1980,Вища
5606,178,mp-d179_1_skl7,7,Гіршфельд Анатолій Мусійович,Анатолій,Мусійович,Гіршфельд,А.М.,12.12.2012,27.11.2014,"Виборчий округ № 179, Харківська область",Виборчий округ № 179,179,Харківська область,94,Партія регіонів,,"освіта вища,<br>генеральний директор,<br>ПАТ ""У.П.Е.К."",<br>член Партії регіонів,<br>проживає в місті Харкові,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/5606/8,http://static.rada.gov.ua/dep_img7/d179_1.jpg,d179_1,1,07.08.1957,Вища
8746,248,mp-reg29_skl7,7,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Є.Б.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 29/",,,,94,Партія регіонів,29,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 29.",http://itd.rada.gov.ua/mps/info/expage/8746/8,http://static.rada.gov.ua/dep_img7/reg29.jpg,reg29,1,12.05.1974,Вища
5610,446,mp-reg74_skl7,7,Гайдош Іштван Ференцович,Іштван,Ференцович,Гайдош,І.Ф.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 74/",,,,94,Партія регіонів,74,"освіта вища,<br>Берегівський міський голова,<br>безпартійний,<br>проживає в місті Берегове Закарпатської області,<br>судимість відсутня,<br>включений до виборчого списку під № 74.",http://itd.rada.gov.ua/mps/info/expage/5610/8,http://static.rada.gov.ua/dep_img7/reg74.jpg,reg74,1,05.05.1971,Вища
17567,483,mp-kpu34_skl7,7,Ганчуков Олександр Костянтинович,Олександр,Костянтинович,Ганчуков,О.К.,29.05.2014,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 34/",,,,5,Комуністична партія України,34,"освіта вища,<br>пенсіонер,<br>член Комуністичної партії України,<br>проживає в місті Біла Церква Київської області,<br>судимість відсутня,<br>включений до виборчого списку під № 34.",http://itd.rada.gov.ua/mps/info/expage/17567/8,http://static.rada.gov.ua/dep_img7/kpu34.jpg,kpu34,1,17.06.1949,Вища
15709,434,mp-sv15_skl7,7,Гелевей Олег Іванович,Олег,Іванович,Гелевей,О.І.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Свобода"" /№ у списку - 15/",,,,117,"Політична партія Всеукраїнське об'єднання ""Свобода""",15,"освіта вища,<br>юрист,<br>ТОВ ""Юридична фірма ""Бондарчук і партнери"",<br>член політичної партії Всеукраїнське об’єднання ""Свобода"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/expage/15709/8,http://static.rada.gov.ua/dep_img7/sv15.jpg,sv15,1,04.03.1965,Вища
15698,418,mp-kpu31_skl7,7,Герасимчук Михайло Іванович,Михайло,Іванович,Герасимчук,М.І.,12.12.2012,07.11.2013,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 31/",,,,5,Комуністична партія України,31,"освіта вища,<br>пенсіонер,<br>член Комуністичної партії України,<br>проживає в смт Літин Вінницької області,<br>судимість відсутня,<br>включений до виборчого списку під № 31.",http://itd.rada.gov.ua/mps/info/expage/15698/8,http://static.rada.gov.ua/dep_img7/kpu31.jpg,kpu31,1,01.10.1947,Вища
11121,359,mp-ud6_skl7,7,Геращенко Ірина Володимирівна,Ірина,Володимирівна,Геращенко,І.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка"" /№ у списку - 6/",,,,207,"Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",6,"освіта вища,<br>народний депутат України,<br>безпартійнa,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/expage/11121/8,http://static.rada.gov.ua/dep_img7/ud6.jpg,ud6,2,15.05.1971,Вища
15827,191,mp-d192_1_skl7,7,Герега Олександр Володимирович,Олександр,Володимирович,Герега,О.В.,12.12.2012,27.11.2014,"Виборчий округ № 192, Хмельницька область",Виборчий округ № 192,192,Хмельницька область,0,Самовисування,,"освіта вища,<br>голова,<br>ТОВ ""Епіцентр К"",<br>безпартійний,<br>проживає в місті Городок Хмельницької області,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/15827/8,http://static.rada.gov.ua/dep_img7/d192_1.jpg,d192_1,1,27.06.1967,Вища
15797,131,mp-d131_1_skl7,7,Гержов Юрій Іванович,Юрій,Іванович,Гержов,Ю.І.,12.12.2012,27.11.2014,"Виборчий округ № 131, Миколаївська область",Виборчий округ № 131,131,Миколаївська область,94,Партія регіонів,,"освіта вища,<br>Вознесенський міський голова,<br>член Партії регіонів,<br>проживає в місті Вознесенськ Миколаївської області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15797/8,http://static.rada.gov.ua/dep_img7/d131_1.jpg,d131_1,1,29.09.1950,Вища
8745,232,mp-reg13_skl7,7,Герман Ганна Миколаївна,Ганна,Миколаївна,Герман,Г.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 13/",,,,94,Партія регіонів,13,"освіта вища,<br>Радник Президента України – Керівник Головного управління з гуманітарних та суспільно-політичних питань,<br>Адміністрація Президента України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 13.",http://itd.rada.gov.ua/mps/info/expage/8745/8,http://static.rada.gov.ua/dep_img7/reg13.jpg,reg13,2,24.04.1959,Вища
13683,90,mp-d89_1_skl7,7,Гладій Василь Іванович,Василь,Іванович,Гладій,В.І.,12.12.2012,27.11.2014,"Виборчий округ № 89, Івано-Франківська область",Виборчий округ № 89,89,Івано-Франківська область,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"освіта вища,<br>перший заступник голови,<br>Івано-Франківська обласна рада,<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в селі Задубрівці Снятинського району Івано-Франківської області,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/expage/13683/8,http://static.rada.gov.ua/dep_img7/d89_1.jpg,d89_1,1,23.05.1972,Вища
11101,35,mp-d34_1_skl7,7,Глазунов Сергій Миколайович,Сергій,Миколайович,Глазунов,С.М.,12.12.2012,27.11.2014,"Виборчий округ № 34, Дніпропетровська область",Виборчий округ № 34,34,Дніпропетровська область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Кривий Ріг Дніпропетровської області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/11101/8,http://static.rada.gov.ua/dep_img7/d34_1.jpg,d34_1,1,01.09.1958,Вища
15659,345,mp-but56_skl7,7,Головко Валерій Анатолійович,Валерій,Анатолійович,Головко,В.А.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 56/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",56,"освіта вища,<br>генеральний директор,<br>ПрАТ ""Торговий Дім ""ЦУМ"",<br>безпартійний,<br>проживає в місті Полтаві,<br>судимість відсутня,<br>включений до виборчого списку під № 56.",http://itd.rada.gov.ua/mps/info/expage/15659/8,http://static.rada.gov.ua/dep_img7/but56.jpg,but56,1,14.12.1965,Вища
15813,163,mp-d164_1_skl7,7,Головко Михайло Йосифович,Михайло,Йосифович,Головко,М.Й.,12.12.2012,27.11.2014,"Виборчий округ № 164, Тернопільська область",Виборчий округ № 164,164,Тернопільська область,117,"Політична партія Всеукраїнське об'єднання ""Свобода""",,"освіта вища,<br>заступник голови,<br>Тернопільська обласна організація Всеукраїнського об’єднання ""Свобода"",<br>член політичної партії Всеукраїнське об’єднання ""Свобода"",<br>проживає в місті Тернополі,<br>судимість відсутня,<br>суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",http://itd.rada.gov.ua/mps/info/expage/15813/8,http://static.rada.gov.ua/dep_img7/d164_1.jpg,d164_1,1,03.05.1983,Вища
2117,398,mp-kpu11_skl7,7,Голуб Олександр Володимирович,Олександр,Володимирович,Голуб,О.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 11/",,,,5,Комуністична партія України,11,"освіта вища,<br>народний депутат України,<br>член Комуністичної партії України,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 11.",http://itd.rada.gov.ua/mps/info/expage/2117/8,http://static.rada.gov.ua/dep_img7/kpu11.jpg,kpu11,1,19.07.1967,Вища
15749,52,mp-d51_1_skl7,7,Гончаров Анатолій Дмитрович,Анатолій,Дмитрович,Гончаров,А.Д.,12.12.2012,27.11.2014,"Виборчий округ № 51, Донецька область",Виборчий округ № 51,51,Донецька область,94,Партія регіонів,,"протягом останніх п’яти років проживає на території України,<br>освіта вища,<br>генеральний директор,<br>державне підприємство ""Артемвугілля"",<br>член Партії регіонів,<br>проживає в місті Горлівка Донецької області,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15749/8,http://static.rada.gov.ua/dep_img7/d51_1.jpg,d51_1,1,23.12.1949,Вища
15691,401,mp-kpu14_skl7,7,Гончаров Сергій Васильович,Сергій,Васильович,Гончаров,С.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 14/",,,,5,Комуністична партія України,14,"освіта вища,<br>начальник відділу,<br>управління праці та соціального захисту населення Білокуракинської районної державної адміністрації,<br>член Комуністичної партії України,<br>проживає в смт Білокуракине Луганської області,<br>судимість відсутня,<br>включений до виборчого списку під № 14.",http://itd.rada.gov.ua/mps/info/expage/15691/8,http://static.rada.gov.ua/dep_img7/kpu14.jpg,kpu14,1,02.12.1958,Вища
11105,170,mp-d171_1_skl7,7,Горіна Ірина Анатоліївна,Ірина,Анатоліївна,Горіна,І.А.,12.12.2012,27.11.2014,"Виборчий округ № 171, Харківська область",Виборчий округ № 171,171,Харківська область,94,Партія регіонів,,"освіта вища,<br>народний депутат України,<br>член Партії регіонів,<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/11105/8,http://static.rada.gov.ua/dep_img7/d171_1.jpg,d171_1,2,10.01.1967,Вища
11143,400,mp-kpu13_skl7,7,Гордієнко Сергій Володимирович,Сергій,Володимирович,Гордієнко,С.В.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 13/",,,,5,Комуністична партія України,13,"освіта вища,<br>народний депутат України,<br>член Комуністичної партії України,<br>проживає в смт Оржиця Полтавської області,<br>судимість відсутня,<br>включений до виборчого списку під № 13.",http://itd.rada.gov.ua/mps/info/expage/11143/8,http://static.rada.gov.ua/dep_img7/kpu13.jpg,kpu13,1,20.03.1957,Вища
15779,105,mp-d105_1_skl7,7,Горохов Сергій Олександрович,Сергій,Олександрович,Горохов,С.О.,12.12.2012,27.11.2014,"Виборчий округ № 105, Луганська область",Виборчий округ № 105,105,Луганська область,94,Партія регіонів,,"освіта вища,<br>генеральний директор,<br>ПАТ ""Луганське спеціалізоване підприємство протипожежної автоматики та охоронної сигналізації ""Спецавтоматика"",<br>член Партії регіонів,<br>проживає в місті Луганську,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15779/8,http://static.rada.gov.ua/dep_img7/d105_1.jpg,d105_1,1,20.12.1974,Вища
5414,474,mp-but70_skl7,7,Гринів Ігор Олексійович,Ігор,Олексійович,Гринів,І.О.,25.03.2014,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 70/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",70,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в селі Козин Обухівського району Київської області,<br>судимість відсутня,<br>включений до виборчого списку під № 70.",http://itd.rada.gov.ua/mps/info/expage/5414/8,http://static.rada.gov.ua/dep_img7/but70.jpg,but70,1,10.03.1961,Вища
2367,133,mp-d134_1_skl7,7,Гриневецький Сергій Рафаїлович,Сергій,Рафаїлович,Гриневецький,С.Р.,12.12.2012,27.11.2014,"Виборчий округ № 134, Одеська область",Виборчий округ № 134,134,Одеська область,170,Народна Партія,,"освіта вища,<br>народний депутат України,<br>перший заступник голови Комітету Верховної Ради України з питань національної безпеки та оборони,<br>член Народної Партії,<br>проживає в місті Одесі,<br>судимість відсутня,<br>суб’єкт висування – Народна Партія.",http://itd.rada.gov.ua/mps/info/expage/2367/8,http://static.rada.gov.ua/dep_img7/d134_1.jpg,d134_1,1,25.09.1957,Вища
15646,303,mp-but14_skl7,7,Гриневич Лілія Михайлівна,Лілія,Михайлівна,Гриневич,Л.М.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 14/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",14,"освіта вища,<br>докторант,<br>Інститут педагогічної освіти і освіти дорослих Національної академії педагогічних наук України,<br>безпартійнa,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 14.",http://itd.rada.gov.ua/mps/info/expage/15646/8,http://static.rada.gov.ua/dep_img7/but14.jpg,but14,2,13.05.1965,Вища
11117,293,mp-but3_skl7,7,Гриценко Анатолій Степанович,Анатолій,Степанович,Гриценко,А.С.,12.12.2012,27.11.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 3/",,,,17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",3,"освіта вища,<br>народний депутат України,<br>голова Комітету Верховної Ради України з питань національної безпеки і оборони,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/expage/11117/8,http://static.rada.gov.ua/dep_img7/but3.jpg,but3,1,25.10.1957,Вища
15726,11,mp-d10_1_skl7,7,Груба Григорій Іванович,Григорій,Іванович,Груба,Г.І.,12.12.2012,27.11.2014,"Виборчий округ № 10, Автономна Республіка Крим",Виборчий округ № 10,10,Автономна Республіка Крим,94,Партія регіонів,,"освіта вища,<br>голова правління,<br>ПАТ ""Крименерго"",<br>член Партії регіонів,<br>проживає в місті Сімферополі Автономної Республіки Крим,<br>судимість відсутня,<br>суб’єкт висування – Партія регіонів.",http://itd.rada.gov.ua/mps/info/expage/15726/8,http://static.rada.gov.ua/dep_img7/d10_1.jpg,d10_1,1,30.03.1954,Вища
