id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education
5479,9348,mp-but41_skl6,6,Васадзе Таріел Шакрович,Таріел,Шакрович,Васадзе,Т.Ш.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 41/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",41,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>президент ВАТ ""Українська автомобільна корпорація"",<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/5479/7,http://static.rada.gov.ua/dep_img6/but41.jpg,but41,1,15.10.1947,Вища
11583,9651,mp-nuns77_skl6,6,Василенко Сергій Володимирович,Сергій,Володимирович,Василенко,С.В.,25.12.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"" , Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни /№ у списку - 77/",184,"Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",77,"безпартійний ,<br>освіта вища,<br>тимчасово не працює,<br>проживає в  місті Сімферополі",http://itd.rada.gov.ua/mps/info/expage/11583/7,http://static.rada.gov.ua/dep_img6/nuns77.jpg,nuns77,1,02.08.1971,Вища
954,9567,mp-reg17_skl6,6,Васильєв Геннадій Андрійович,Геннадій,Андрійович,Васильєв,Г.А.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 17/",94,Партія регіонів,17,"безпартійний ,<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/954/7,http://static.rada.gov.ua/dep_img6/reg17.jpg,reg17,1,03.10.1953,Вища
7193,9239,mp-reg73_skl6,6,Васильєв Олександр Андрійович,Олександр,Андрійович,Васильєв,О.А.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 73/",94,Партія регіонів,73,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br> проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/7193/7,http://static.rada.gov.ua/dep_img6/reg73.jpg,reg73,1,29.10.1951,Вища
13685,9705,mp-reg210_skl6,6,Васютін Сергій Іванович,Сергій,Іванович,Васютін,С.І.,27.04.2010,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 210/",94,Партія регіонів,210,"безпартійний ,<br>освіта вища,<br>голова правління ВАТ""Укртранслізинг"",<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/13685/7,http://static.rada.gov.ua/dep_img6/reg210.jpg,reg210,1,16.05.1961,Вища
815,9613,mp-bvl21_skl6,6,Ващук Катерина Тимофіївна,Катерина,Тимофіївна,Ващук,К.Т.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Литвина"" (Народна Партія, Трудова партія України) /№ у списку - 21/",185,"""Блок Литвина"" (Народна Партія, Трудова партія України)",21,"член Народної Партії,<br>освіта вища,<br>заступник голови Народної Партії,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/815/7,http://static.rada.gov.ua/dep_img6/bvl21.jpg,bvl21,2,20.01.1947,Вища
11115,9442,mp-but158_skl6,6,Веліжанський Сергій Костянтинович,Сергій,Костянтинович,Веліжанський,С.К.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 158/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",158,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>голова спостережної ради  ВАТ ""Кримзалізобетон"",<br>проживає в місті Сімферополі",http://itd.rada.gov.ua/mps/info/expage/11115/7,http://static.rada.gov.ua/dep_img6/but158.jpg,but158,1,03.09.1960,Вища
5563,9193,mp-but44_skl6,6,Веревський Андрій Михайлович,Андрій,Михайлович,Веревський,А.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 44/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",44,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/5563/7,http://static.rada.gov.ua/dep_img6/but44.jpg,but44,1,25.07.1974,Вища базова
5572,9605,mp-reg139_skl6,6,Вернидубов Іван Васильович,Іван,Васильович,Вернидубов,І.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 139/",94,Партія регіонів,139,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Севастополі",http://itd.rada.gov.ua/mps/info/expage/5572/7,http://static.rada.gov.ua/dep_img6/reg139.jpg,reg139,1,04.01.1951,Вища
11145,9244,mp-but103_skl6,6,Ветвицький Дмитро Олександрович,Дмитро,Олександрович,Ветвицький,Д.О.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 103/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",103,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>голова правління благодійної організації ""Фонд громадських ініціатив ""Еволюція"",<br>проживає в місті Дніпропетровську",http://itd.rada.gov.ua/mps/info/expage/11145/7,http://static.rada.gov.ua/dep_img6/but103.jpg,but103,1,06.04.1968,Вища
8735,9392,mp-reg76_skl6,6,Вечерко Володимир Миколайович,Володимир,Миколайович,Вечерко,В.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 76/",94,Партія регіонів,76,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8735/7,http://static.rada.gov.ua/dep_img6/reg76.jpg,reg76,1,07.11.1953,Вища
12265,9660,mp-but170_skl6,6,Власенко Сергій Володимирович,Сергій,Володимирович,Власенко,С.В.,03.06.2008,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 170/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",170,"член Української соціал-демократичної партії,<br>освіта вища,<br>партнер юридичної фірми ""Магістр & Партнери"",<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/12265/7,http://static.rada.gov.ua/dep_img6/but170.jpg,but170,1,07.03.1967,Вища
11135,9225,mp-kpu2_skl6,6,Волинець Євгеній Валерійович,Євгеній,Валерійович,Волинець,Є.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 2/",5,Комуністична партія України,2,"член Комуністичної партії України,<br>освіта базова вища,<br>прохідник  шахти ім. В.І. Чапаєва,<br>проживає в селі Стіжківське міста Шахтарськ Донецької області",http://itd.rada.gov.ua/mps/info/expage/11135/7,http://static.rada.gov.ua/dep_img6/kpu2.jpg,kpu2,1,05.03.1978,Вища базова
5417,9235,mp-but15_skl6,6,Волинець Михайло Якович,Михайло,Якович,Волинець,М.Я.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 15/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",15,"безпартійний,<br>освіта вища,<br>голова Незалежної профспілки гірників України,<br>проживає в місті Красноармійськ Донецької області",http://itd.rada.gov.ua/mps/info/expage/5417/7,http://static.rada.gov.ua/dep_img6/but15.jpg,but15,1,30.10.1956,Вища
8740,9453,mp-reg42_skl6,6,Волков Олександр Анатолійович,Олександр,Анатолійович,Волков,О.А.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 42/",94,Партія регіонів,42,"безпартійний ,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/8740/7,http://static.rada.gov.ua/dep_img6/reg42.jpg,reg42,1,29.03.1964,Вища
8741,9571,mp-reg74_skl6,6,Воропаєв Юрій Миколайович,Юрій,Миколайович,Воропаєв,Ю.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 74/",94,Партія регіонів,74,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8741/7,http://static.rada.gov.ua/dep_img6/reg74.jpg,reg74,1,10.01.1955,Вища
8742,9553,mp-but33_skl6,6,Воротнюк Ігор Борисович,Ігор,Борисович,Воротнюк,І.Б.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 33/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",33,"член Української соціал-демократичної партії,<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/8742/7,http://static.rada.gov.ua/dep_img6/but33.jpg,but33,1,01.01.1962,Вища
8746,9548,mp-reg77_skl6,6,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Є.Б.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 77/",94,Партія регіонів,77,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8746/7,http://static.rada.gov.ua/dep_img6/reg77.jpg,reg77,1,12.05.1974,Вища
11137,9618,mp-kpu5_skl6,6,Гайдаєв Юрій Олександрович,Юрій,Олександрович,Гайдаєв,Ю.О.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 5/",5,Комуністична партія України,5,"безпартійний ,<br>освіта вища,<br>Міністр охорони здоров’я України,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/11137/7,http://static.rada.gov.ua/dep_img6/kpu5.jpg,kpu5,1,14.08.1954,Вища
15068,9726,mp-but179_skl6,6,Ганущак Юрій Іванович,Юрій,Іванович,Ганущак,Ю.І.,18.10.2011,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 179/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",179,"безпартійний,<br>освіта вища,<br>директор ТОВ ""Хмельницька інформаційна мережа"",<br>проживає в місті Хмельницькому",http://itd.rada.gov.ua/mps/info/expage/15068/7,http://static.rada.gov.ua/dep_img6/but179.jpg,but179,1,02.04.1961,Вища
8743,9381,mp-but52_skl6,6,Гасюк Петро Петрович,Петро,Петрович,Гасюк,П.П.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 52/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",52,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Чернівцях",http://itd.rada.gov.ua/mps/info/expage/8743/7,http://static.rada.gov.ua/dep_img6/but52.jpg,but52,1,30.01.1951,Вища
9542,9539,mp-but153_skl6,6,Гацько Валерій Петрович,Валерій,Петрович,Гацько,В.П.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 153/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",153,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Запоріжжі",http://itd.rada.gov.ua/mps/info/expage/9542/7,http://static.rada.gov.ua/dep_img6/but153.jpg,but153,1,10.11.1957,Вища
11164,9249,mp-but130_skl6,6,Гейман Олег Айзікович,Олег,Айзікович,Гейман,О.А.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 130/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",130,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>директор державного підприємства ""Завод ""Радіореле"",<br>проживає в місті Харкові",http://itd.rada.gov.ua/mps/info/expage/11164/7,http://static.rada.gov.ua/dep_img6/but130.jpg,but130,1,16.06.1957,Вища
8744,9297,mp-nuns6_skl6,6,Герасим'юк Ольга Володимирівна,Ольга,Володимирівна,Герасим'юк,О.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"" , Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни /№ у списку - 6/",184,"Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",6,"член Народного Союзу ""Наша Україна"",<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/8744/7,http://static.rada.gov.ua/dep_img6/nuns6.jpg,nuns6,2,21.10.1958,Вища
5419,9205,mp-kpu4_skl6,6,Герасимов Іван Олександрович,Іван,Олександрович,Герасимов,І.О.,23.11.2007,04.06.2008,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 4/",5,Комуністична партія України,4,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України V скликання,<br>заступник голови Комітету Верховної Ради України з питань національної безпеки і оборони,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/5419/7,http://static.rada.gov.ua/dep_img6/kpu4.jpg,kpu4,1,08.08.1921,Вища
9641,9416,mp-bvl17_skl6,6,Герасимчук Володимир Володимирович,Володимир,Володимирович,Герасимчук,В.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Литвина"" (Народна Партія, Трудова партія України) /№ у списку - 17/",185,"""Блок Литвина"" (Народна Партія, Трудова партія України)",17,"член Трудової партії України,<br>освіта вища,<br>консультант аудиторської фірми ""Мульти-аудит"",<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/9641/7,http://static.rada.gov.ua/dep_img6/bvl17.jpg,bvl17,1,13.06.1974,Вища
11121,9302,mp-nuns19_skl6,6,Геращенко Ірина Володимирівна,Ірина,Володимирівна,Геращенко,І.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"" , Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни /№ у списку - 19/",184,"Блок ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",19,"безпартійна ,<br>освіта вища,<br>президент інформаційного агентства «УНІАН»,<br>проживає в  місті Києві",http://itd.rada.gov.ua/mps/info/expage/11121/7,http://static.rada.gov.ua/dep_img6/nuns19.jpg,nuns19,2,15.05.1971,Вища
8745,9303,mp-reg48_skl6,6,Герман Ганна Миколаївна,Ганна,Миколаївна,Герман,Г.М.,23.11.2007,12.03.2010,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 48/",94,Партія регіонів,48,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/8745/7,http://static.rada.gov.ua/dep_img6/reg48.jpg,reg48,2,24.04.1959,Вища
11101,9540,mp-reg152_skl6,6,Глазунов Сергій Миколайович,Сергій,Миколайович,Глазунов,С.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 152/",94,Партія регіонів,152,"член Партії регіонів,<br>освіта вища,<br>Перший заступник Міністра охорони навколишнього природного середовища України,<br>проживає в місті Кривий Ріг Дніпропетровської області",http://itd.rada.gov.ua/mps/info/expage/11101/7,http://static.rada.gov.ua/dep_img6/reg152.jpg,reg152,1,01.09.1958,Вища
8747,9550,mp-but108_skl6,6,Глусь Степан Карлович,Степан,Карлович,Глусь,С.К.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 108/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",108,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>тимчасово не працює,<br>проживає в місті Немирів Вінницької області",http://itd.rada.gov.ua/mps/info/expage/8747/7,http://static.rada.gov.ua/dep_img6/but108.jpg,but108,1,02.08.1947,Вища
11107,9320,mp-reg165_skl6,6,Глущенко Ігор Миколайович,Ігор,Миколайович,Глущенко,І.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 165/",94,Партія регіонів,165,"член Партії регіонів,<br>освіта вища,<br>президент НАК ""Енергетична компанія України"",<br>проживає в місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/11107/7,http://static.rada.gov.ua/dep_img6/reg165.jpg,reg165,1,19.08.1962,Вища
9990,9194,mp-but110_skl6,6,Гнаткевич Юрій Васильович,Юрій,Васильович,Гнаткевич,Ю.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і порядок"" /№ у списку - 110/",183,"""Блок Юлії Тимошенко"" – Виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія, партія ""Реформи і порядок""",110,"член партії Всеукраїнське об’єднання ""Батьківщина"",<br>освіта вища,<br>пенсіонер,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/9990/7,http://static.rada.gov.ua/dep_img6/but110.jpg,but110,1,04.04.1940,Вища
2259,9496,mp-reg93_skl6,6,Головатий Сергій Петрович,Сергій,Петрович,Головатий,С.П.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 93/",94,Партія регіонів,93,"безпартійний ,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/2259/7,http://static.rada.gov.ua/dep_img6/reg93.jpg,reg93,1,29.05.1954,Вища
11159,9459,mp-bvl19_skl6,6,Головченко Ігор Борисович,Ігор,Борисович,Головченко,І.Б.,23.11.2007,07.04.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Литвина"" (Народна Партія, Трудова партія України) /№ у списку - 19/",185,"""Блок Литвина"" (Народна Партія, Трудова партія України)",19,"член Трудової партії України,<br>освіта вища,<br>начальник редакційно-видавничого відділу ТОВ ""Літера ЛТД"",<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/11159/7,http://static.rada.gov.ua/dep_img6/bvl19.jpg,bvl19,1,25.05.1960,Вища
2117,9586,mp-kpu9_skl6,6,Голуб Олександр Володимирович,Олександр,Володимирович,Голуб,О.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 9/",5,Комуністична партія України,9,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України V скликання,<br>заступник Голови Комітету Верховної Ради України з питань свободи слова та інформації,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/2117/7,http://static.rada.gov.ua/dep_img6/kpu9.jpg,kpu9,1,19.07.1967,Вища
11105,9435,mp-reg162_skl6,6,Горіна Ірина Анатоліївна,Ірина,Анатоліївна,Горіна,І.А.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 162/",94,Партія регіонів,162,"безпартійна ,<br>освіта вища,<br>генеральний директор ТОВ ""Консент"",<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/11105/7,http://static.rada.gov.ua/dep_img6/reg162.jpg,reg162,2,10.01.1967,Вища
5579,9269,mp-reg37_skl6,6,Горбаль Василь Михайлович,Василь,Михайлович,Горбаль,В.М.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 37/",94,Партія регіонів,37,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Києві",http://itd.rada.gov.ua/mps/info/expage/5579/7,http://static.rada.gov.ua/dep_img6/reg37.jpg,reg37,1,18.03.1971,Вища
8749,9694,mp-reg199_skl6,6,Горбатюк Анатолій Олексійович,Анатолій,Олексійович,Горбатюк,А.О.,30.03.2010,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 199/",94,Партія регіонів,199,"член Партії регіонів,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Луцьку",http://itd.rada.gov.ua/mps/info/expage/8749/7,http://static.rada.gov.ua/dep_img6/reg199.jpg,reg199,1,08.08.1962,Вища
11143,9223,mp-kpu24_skl6,6,Гордієнко Сергій Володимирович,Сергій,Володимирович,Гордієнко,С.В.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 24/",5,Комуністична партія України,24,"член Комуністичної партії України,<br>освіта вища,<br>керуючий справами виконавчого апарату Оржицької районної ради,<br>проживає в смт Оржиця Полтавської області",http://itd.rada.gov.ua/mps/info/expage/11143/7,http://static.rada.gov.ua/dep_img6/kpu24.jpg,kpu24,1,20.03.1957,Вища
5164,9325,mp-reg128_skl6,6,Горошкевич Олександр Сергійович,Олександр,Сергійович,Горошкевич,О.С.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 128/",94,Партія регіонів,128,"безпартійний ,<br>освіта вища,<br>народний депутат України V скликання,<br>проживає в місті Львові",http://itd.rada.gov.ua/mps/info/expage/5164/7,http://static.rada.gov.ua/dep_img6/reg128.jpg,reg128,1,08.03.1964,Вища
5381,9563,mp-kpu21_skl6,6,Грач Леонід Іванович,Леонід,Іванович,Грач,Л.І.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 21/",5,Комуністична партія України,21,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України  V скликання,<br>голова Комітету Верховної Ради України з прав людини,<br>національних меншин та міжнаціональних відносин,<br>проживає в місті Сімферополі",http://itd.rada.gov.ua/mps/info/expage/5381/7,http://static.rada.gov.ua/dep_img6/kpu21.jpg,kpu21,1,01.01.1948,Вища
11160,9619,mp-bvl20_skl6,6,Гривковський Вадим Олександрович,Вадим,Олександрович,Гривковський,В.О.,23.11.2007,12.12.2012,"Багатомандатний загальнодержавний виборчий округ, ""Блок Литвина"" (Народна Партія, Трудова партія України) /№ у списку - 20/",185,"""Блок Литвина"" (Народна Партія, Трудова партія України)",20,"член Трудової партії України,<br>освіта вища,<br>директор ТОВ ""СІБ-БРОК"",<br>проживає в місті Ялта Автономної Республіки Крим",http://itd.rada.gov.ua/mps/info/expage/11160/7,http://static.rada.gov.ua/dep_img6/bvl20.jpg,bvl20,1,29.08.1967,Вища
