id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,anketa_data,anketa_url,photo,photo_id,gender,birthday,nationality,education,academic,old_profession,old_post,old_member,awards_text,resignation_text
13802,mp-d141_skl2,2,Камінський Леонід Олексійович,Леонід,Олексійович,Камінський,Л.О.,,11.05.1994,12.05.1998,"Сніжнянський виборчий округ № 141, Донецька область",Сніжнянський виборчий округ № 141,141,Донецька область,Соціалістична партія України,2,Соціалістична партія України,"Облікова картка\nСніжнянський (Донецька обл.) виборчий округ N 141\nПрізвище, ім'я, по батькові: Камінський Леонід Олексійович\nЧисло, місяць і рік народження: 21.09.46\nНаціональність: українець\nОсвіта: середня загальна\nПрофесія: робітник\nПосада (заняття), місце роботи: гірничий очисного забою шахти ""Заря"" виробничого об'єднання ""Торезантрацит""\nЧи є членом політичної партії: Соціалістична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=13802,http://static.rada.gov.ua/arhiv/DEPPHO2/D141.JPG,d141,1,21.09.1946,українець,середня загальна,не має,робітник,"гірничий очисного забою шахти ""Заря"" виробничого об'єднання ""Торезантрацит""",ні,,
32102,mp-d327_skl2,2,Капустян Володимир Нілович,Володимир,Нілович,Капустян,В.Н.,,11.05.1994,12.05.1998,"Карлівський виборчий округ № 327, Полтавська область",Карлівський виборчий округ № 327,327,Полтавська область,Безпартійний,0,Самовисування,"Облікова картка\nКарлівський (Полтавська обл.) виборчий округ N 327\nПрізвище, ім'я, по батькові: Капустян Володимир Нілович\nЧисло, місяць і рік народження: 25.04.44\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: учитель історії Максимівської середньої школи Карлівського району Полтавської області\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=32102,http://static.rada.gov.ua/arhiv/DEPPHO2/D327.JPG,d327,1,25.04.1944,українець,вища,не має,учитель,учитель історії Максимівської середньої школи Карлівського району Полтавської області,ні,,
38002,mp-d387_skl2,2,Карасик Владлен Михайлович,Владлен,Михайлович,Карасик,В.М.,,11.05.1994,12.05.1998,"Богодухівський виборчий округ № 387, Харківська область",Богодухівський виборчий округ № 387,387,Харківська область,Безпартійний,0,Самовисування,"Облікова картка\nБогодухівський (Харківська обл.) виборчий округ N 387\nПрізвище, ім'я, по батькові: Карасик Владлен Михайлович\nЧисло, місяць і рік народження: 30.08.36\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-промтеплоенергетик\nПосада (заняття), місце роботи: генеральний директор асоціації ""Харківцукор""\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=38002,http://static.rada.gov.ua/arhiv/DEPPHO2/D387.JPG,d387,1,30.08.1936,українець,вища,не має,інженер-промтеплоенергетик,"генеральний директор асоціації ""Харківцукор""",так,,
43902,mp-d427_skl2,2,Карасик Юрій Михайлович,Юрій,Михайлович,Карасик,Ю.М.,,11.05.1994,13.01.1998,"Черкаський виборчий округ № 427, Черкаська область",Черкаський виборчий округ № 427,427,Черкаська область,Безпартійний,0,Самовисування,"Облікова картка\nЧеркаський (Черкаська обл.) виборчий округ N 427\nПрізвище, ім'я, по батькові: Карасик Юрій Михайлович\nЧисло, місяць і рік народження: 27.07.39\nНаціональність: українець\nОсвіта: вища\nПрофесія: ветеринарний лікар\nПосада (заняття), місце роботи: міністр сільського господарства і продовольства України\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=43902,http://static.rada.gov.ua/arhiv/DEPPHO2/D427.JPG,d427,1,27.07.1939,українець,вища,не має,ветеринарний лікар,міністр сільського господарства і продовольства України,ні,,
29302,mp-d299_skl2,2,Кармазін Юрій Анатолійович,Юрій,Анатолійович,Кармазін,Ю.А.,,11.05.1994,12.05.1998,"Приморський виборчий округ № 299, Одеська область",Приморський виборчий округ № 299,299,Одеська область,Безпартійний,0,Самовисування,"Облікова картка\nПриморський (Одеська обл.) виборчий округ N 299\nПрізвище, ім'я, по батькові: Кармазін Юрій Анатолійович\nЧисло, місяць і рік народження: 21.09.57\nПрофесія: юрист\nПосада (заняття), місце роботи: суддя Одеського обласного суду\nЧи є членом політичної партії: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=29302,http://static.rada.gov.ua/arhiv/DEPPHO2/D299.JPG,d299,1,21.09.1957,,,,юрист,суддя Одеського обласного суду,,,
31702,mp-d323_skl2,2,Карнаух Микола Васильович,Микола,Васильович,Карнаух,М.В.,,31.07.1994,12.05.1998,"Лубенський виборчий округ № 323, Полтавська область",Лубенський виборчий округ № 323,323,Полтавська область,Безпартійний,0,Самовисування,"Облікова картка\nЛубенський (Полтавська обл.) виборчий округ N 323\nПрізвище, ім'я, по батькові: Карнаух Микола Васильович\nЧисло, місяць і рік народження: 14.12.58\nНаціональність: українець\nОсвіта: вища\nПрофесія: військовослужбовець\nПосада (заняття), місце роботи: старший слідчий-криміналіст управління Служби безпеки України по Полтавській області\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=31702,http://static.rada.gov.ua/arhiv/DEPPHO2/D323.JPG,d323,1,14.12.1958,українець,вища,не має,військовослужбовець,старший слідчий-криміналіст управління Служби безпеки України по Полтавській області,ні,,
2702,mp-d28_skl2,2,Карпачова Ніна Іванівна,Ніна,Іванівна,Карпачова,Н.І.,,11.05.1994,14.04.1998,"Алуштинський виборчий округ № 28, Автономна Республіка Крим",Алуштинський виборчий округ № 28,28,Автономна Республіка Крим,Безпартійний,0,Самовисування,"Облікова картка\nАлуштинський (Автономна Республіка Крим) виборчий округ N 028\nПрізвище, ім'я, по батькові: Карпачова Ніна Іванівна\nЧисло, місяць і рік народження: 12.08.57\nНаціональність: росіянка\nОсвіта: вища\nПрофесія: юрист\nПосада (заняття), місце роботи: доцент Сімферопольського державного університету\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат юридичних наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=2702,http://static.rada.gov.ua/arhiv/DEPPHO2/D28.JPG,d28,2,12.08.1957,росіянка,вища,"кандидат юридичних наук, доцент",юрист,доцент Сімферопольського державного університету,ні,,
36602,mp-d373_skl2,2,Карпов Олександр Миколайович,Олександр,Миколайович,Карпов,О.М.,,11.05.1994,12.05.1998,"Ленінський виборчий округ № 373, Харківська область",Ленінський виборчий округ № 373,373,Харківська область,Безпартійний,0,Самовисування,"Облікова картка\nЛенінський (Харківська обл.) виборчий округ N 373\nПрізвище, ім'я, по батькові: Карпов Олександр Миколайович\nЧисло, місяць і рік народження: 01.12.49\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: доцент Харківського державного університету\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат історичних наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=36602,http://static.rada.gov.ua/arhiv/DEPPHO2/D373.JPG,d373,1,01.12.1949,українець,вища,"кандидат історичних наук, доцент",учитель,доцент Харківського державного університету,ні,,
36102,mp-d368_skl2,2,Кашляков Микола Дмитрович,Микола,Дмитрович,Кашляков,М.Д.,,11.05.1994,09.04.1996,"Жовтневий виборчий округ № 368, Харківська область",Жовтневий виборчий округ № 368,368,Харківська область,Комуністична партія України,5,Комуністична партія України,"( Вибув 08.04.96. Помер. )\nОблікова картка\nЖовтневий (Харківська обл.) виборчий округ N 368\nПрізвище, ім'я, по батькові: Кашляков Микола Дмитрович\nЧисло, місяць і рік народження: 02.02.53\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: заступник директора підприємства ""КОМПАСС"" (місто Харків)\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=36102,http://static.rada.gov.ua/arhiv/DEPPHO2/D368.JPG,d368,1,02.02.1953,росіянин,вища,не має,інженер-механік,"заступник директора підприємства ""КОМПАСС"" (місто Харків)",ні,,Вибув 08.04.96. Помер.
4802,mp-d49_skl2,2,Квятковський Ігор Васильович,Ігор,Васильович,Квятковський,І.В.,,11.05.1994,12.05.1998,"Староміський виборчий округ № 49, Вінницька область",Староміський виборчий округ № 49,49,Вінницька область,Безпартійний,0,Самовисування,"Облікова картка\nСтароміський (Вінницька обл.) виборчий округ N 049\nПрізвище, ім'я, по батькові: Квятковський Ігор Васильович\nЧисло, місяць і рік народження: 09.04.53\nНаціональність: поляк\nОсвіта: вища\nПрофесія: інженер\nПосада (заняття), місце роботи: віце-президент акціонерного товариства інвестиційно-трастової компанії ""ВІНКО""\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=4802,http://static.rada.gov.ua/arhiv/DEPPHO2/D49.JPG,d49,1,09.04.1953,поляк,вища,не має,інженер,"віце-президент акціонерного товариства інвестиційно-трастової компанії ""ВІНКО""",ні,,
27402,mp-d280_skl2,2,Кендзьор Ярослав Михайлович,Ярослав,Михайлович,Кендзьор,Я.М.,,11.05.1994,12.05.1998,"Сокальський виборчий округ № 280, Львівська область",Сокальський виборчий округ № 280,280,Львівська область,Народний Рух України,1,Народний Рух України,"Облікова картка\nСокальський (Львівська обл.) виборчий округ N 280\nПрізвище, ім'я, по батькові: Кендзьор Ярослав Михайлович\nЧисло, місяць і рік народження: 12.07.41\nНаціональність: українець\nОсвіта: вища\nПрофесія: журналіст\nПосада (заняття), місце роботи: член Комісія Верховної Ради України з питань культури та духовного відродження\nЧи є членом політичної партії: Народний Рух України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=27402,http://static.rada.gov.ua/arhiv/DEPPHO2/D280.JPG,d280,1,12.07.1941,українець,вища,не має,журналіст,член Комісія Верховної Ради України з питань культури та духовного відродження,так,,
9402,mp-d96_skl2,2,Кириленко Іван Григорович,Іван,Григорович,Кириленко,І.Г.,,10.12.1995,12.05.1998,"Павлоградський міський виборчий округ № 96, Дніпропетровська область",Павлоградський міський виборчий округ № 96,96,Дніпропетровська область,Безпартійний,0,Самовисування,"Облікова картка\nПавлоградський міський (Дніпропетровська обл.) виборчий округ N 096\nПрізвище, ім'я, по батькові: Кириленко Іван Григорович\nЧисло, місяць і рік народження: 02.10.56\nНаціональність: українець\nОсвіта: вища\nПрофесія: вчений агроном\nПосада (заняття), місце роботи: перший заступник голови Дніпропетровської обласної Ради народних депутатів\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат історичних наук\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=9402,http://static.rada.gov.ua/arhiv/DEPPHO2/D96.JPG,d96,1,02.10.1956,українець,вища,кандидат історичних наук,вчений агроном,перший заступник голови Дніпропетровської обласної Ради народних депутатів,ні,,
32302,mp-d329_skl2,2,Кириченко Микола Олексійович,Микола,Олексійович,Кириченко,М.О.,,11.05.1994,12.05.1998,"Лохвицький виборчий округ № 329, Полтавська область",Лохвицький виборчий округ № 329,329,Полтавська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nЛохвицький (Полтавська обл.) виборчий округ N 329\nПрізвище, ім'я, по батькові: Кириченко Микола Олексійович\nЧисло, місяць і рік народження: 06.03.59\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: завідуючий методичним кабінетом відділу освіти Пирятинської районної державної адміністрації Полтавської області\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=32302,http://static.rada.gov.ua/arhiv/DEPPHO2/D329.JPG,d329,1,06.03.1959,українець,вища,не має,учитель,завідуючий методичним кабінетом відділу освіти Пирятинської районної державної адміністрації Полтавської області,ні,,
38802,mp-d395_skl2,2,Кириченко Сергій Олександрович,Сергій,Олександрович,Кириченко,С.О.,,11.05.1994,12.05.1998,"Комсомольський виборчий округ № 395, Херсонська область",Комсомольський виборчий округ № 395,395,Херсонська область,Безпартійний,0,Самовисування,"Облікова картка\nКомсомольський (Херсонська обл.) виборчий округ N 395\nПрізвище, ім'я, по батькові: Кириченко Сергій Олександрович\nЧисло, місяць і рік народження: 19.05.61\nНаціональність: українець\nОсвіта: вища\nПрофесія: юрист-правознавець\nПосада (заняття), місце роботи: юрисконсульт Херсонського домобудівного комбінату\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=38802,http://static.rada.gov.ua/arhiv/DEPPHO2/D395.JPG,d395,1,19.05.1961,українець,вища,не має,юрист-правознавець,юрисконсульт Херсонського домобудівного комбінату,ні,,
42302,mp-d431_skl2,2,Кияк Тарас Романович,Тарас,Романович,Кияк,Т.Р.,,11.05.1994,12.05.1998,"Ленінський виборчий округ № 431, Чернівецька область",Ленінський виборчий округ № 431,431,Чернівецька область,Демократична партія України,16,Демократична партія України,"Облікова картка\nЛенінський (Чернівецька обл.) виборчий округ N 431\nПрізвище, ім'я, по батькові: Кияк Тарас Романович\nЧисло, місяць і рік народження: 23.03.44\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: завідуючий кафедрою Чернівецького державного університету\nЧи є членом політичної партії: Демократична партія України\nВчений ступінь, звання: доктор філологічних наук, професор\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=42302,http://static.rada.gov.ua/arhiv/DEPPHO2/D431.JPG,d431,1,23.03.1944,українець,вища,"доктор філологічних наук, професор",учитель,завідуючий кафедрою Чернівецького державного університету,ні,,
32002,mp-d326_skl2,2,Ківшик Петро Андрійович,Петро,Андрійович,Ківшик,П.А.,,11.05.1994,12.05.1998,"Глобинський виборчий округ № 326, Полтавська область",Глобинський виборчий округ № 326,326,Полтавська область,Безпартійний,0,Самовисування,"Облікова картка\nГлобинський (Полтавська обл.) виборчий округ N 326\nПрізвище, ім'я, по батькові: Ківшик Петро Андрійович\nЧисло, місяць і рік народження: 22.05.42\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: генеральний директор Полтавського облагропостачу\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=32002,http://static.rada.gov.ua/arhiv/DEPPHO2/D326.JPG,d326,1,22.05.1942,українець,вища,не має,інженер-механік,генеральний директор Полтавського облагропостачу,так,,
21202,mp-d218_skl2,2,Кірімов Іван Захарович,Іван,Захарович,Кірімов,І.З.,,11.05.1994,12.05.1998,"Іванківський виборчий округ № 218, Київська область",Іванківський виборчий округ № 218,218,Київська область,Безпартійний,0,Самовисування,"Облікова картка\nІванківський (Київська обл.) виборчий округ N 218\nПрізвище, ім'я, по батькові: Кірімов Іван Захарович\nЧисло, місяць і рік народження: 21.01.43\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: голова Іванківської селищної Ради народних депутатів Київської області\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=21202,http://static.rada.gov.ua/arhiv/DEPPHO2/D218.JPG,d218,1,21.01.1943,українець,вища,не має,учитель,голова Іванківської селищної Ради народних депутатів Київської області,ні,,
10602,mp-d108_skl2,2,Кіяшко Сергій Миколайович,Сергій,Миколайович,Кіяшко,С.М.,,11.05.1994,12.05.1998,"Ворошиловський виборчий округ № 108, Донецька область",Ворошиловський виборчий округ № 108,108,Донецька область,Соціалістична партія України,2,Соціалістична партія України,"Облікова картка\nВорошиловський (Донецька обл.) виборчий округ N 108\nПрізвище, ім'я, по батькові: Кіяшко Сергій Миколайович\nЧисло, місяць і рік народження: 07.08.54\nНаціональність: українець\nОсвіта: вища\nПрофесія: викладач\nПосада (заняття), місце роботи: доцент кафедри політології Донецького державного технічного університету\nЧи є членом політичної партії: Соціалістична партія України\nВчений ступінь, звання: кандидат філософських наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=10602,http://static.rada.gov.ua/arhiv/DEPPHO2/D108.JPG,d108,1,07.08.1954,українець,вища,"кандидат філософських наук, доцент",викладач,доцент кафедри політології Донецького державного технічного університету,ні,,
16902,mp-d172_skl2,2,Климпуш Орест Дмитрович,Орест,Дмитрович,Климпуш,О.Д.,,11.05.1994,12.05.1998,"Рахівський виборчий округ № 172, Закарпатська область",Рахівський виборчий округ № 172,172,Закарпатська область,Безпартійний,0,Самовисування,"Облікова картка\nРахівський (Закарпатська обл.) виборчий округ N 172\nПрізвище, ім'я, по батькові: Климпуш Орест Дмитрович\nЧисло, місяць і рік народження: 14.02.41\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: міністр транспорту України\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат технічних наук, академік Академії транспорту\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=16902,http://static.rada.gov.ua/arhiv/DEPPHO2/D172.JPG,d172,1,14.02.1941,українець,вища,"кандидат технічних наук, академік Академії транспорту",інженер-механік,міністр транспорту України,ні,,
1102,mp-d11_skl2,2,Коваленко Анатолій Андрійович,Анатолій,Андрійович,Коваленко,А.А.,,24.12.1995,12.05.1998,"Печерський виборчий округ № 11, м. Київ",Печерський виборчий округ № 11,11,м. Київ,Безпартійний,0,Самовисування,"Облікова картка\nПечерський (м. Київ) виборчий округ N 011\nПрізвище, ім'я, по батькові: Коваленко Анатолій Андрійович\nЧисло, місяць і рік народження: 26.05.55\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-будівельник\nПосада (заняття), місце роботи: голова Печерської районної Ради народних депутатів м. Києва\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=1102,http://static.rada.gov.ua/arhiv/DEPPHO2/D11.JPG,d11,1,26.05.1955,українець,вища,не має,інженер-будівельник,голова Печерської районної Ради народних депутатів м. Києва,ні,,
31902,mp-d325_skl2,2,Ковалко Михайло Петрович,Михайло,Петрович,Ковалко,М.П.,,11.05.1994,12.05.1998,"Гадяцький виборчий округ № 325, Полтавська область",Гадяцький виборчий округ № 325,325,Полтавська область,Безпартійний,0,Самовисування,"Облікова картка\nГадяцький (Полтавська обл.) виборчий округ N 325\nПрізвище, ім'я, по батькові: Ковалко Михайло Петрович\nЧисло, місяць і рік народження: 24.09.44\nНаціональність: українець\nОсвіта: вища\nПрофесія: гірничий інженер\nПосада (заняття), місце роботи: голова Державного Комітету України по нафті і газу\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат технічних наук, член-кореспондент Укр. гірничої академії.\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=31902,http://static.rada.gov.ua/arhiv/DEPPHO2/D325.JPG,d325,1,24.09.1944,українець,вища,"кандидат технічних наук, член-кореспондент Укр. гірничої академії.",гірничий інженер,голова Державного Комітету України по нафті і газу,ні,,
32702,mp-d333_skl2,2,Ковтунець Володимир Віталійович,Володимир,Віталійович,Ковтунець,В.В.,,11.05.1994,12.05.1998,"Вересневий виборчий округ № 333, Рівненська область",Вересневий виборчий округ № 333,333,Рівненська область,Народний Рух України,1,Народний Рух України,"Облікова картка\nВересневий (Рівненська обл.) виборчий округ N 333\nПрізвище, ім'я, по батькові: Ковтунець Володимир Віталійович\nЧисло, місяць і рік народження: 23.07.56\nНаціональність: українець\nОсвіта: вища\nПрофесія: викладач\nПосада (заняття), місце роботи: декан факультету інформатики та обчислювальної техніки Рівненського державного педагогічного інституту\nЧи є членом політичної партії: Народний Рух України\nВчений ступінь, звання: кандидат фізико-математичних наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=32702,http://static.rada.gov.ua/arhiv/DEPPHO2/D333.JPG,d333,1,23.07.1956,українець,вища,"кандидат фізико-математичних наук, доцент",викладач,декан факультету інформатики та обчислювальної техніки Рівненського державного педагогічного інституту,ні,,
3502,mp-d36_skl2,2,Коген Юрій Борисович,Юрій,Борисович,Коген,Ю.Б.,,11.05.1994,12.05.1998,"Бахчисарайський виборчий округ № 36, Автономна Республіка Крим",Бахчисарайський виборчий округ № 36,36,Автономна Республіка Крим,Безпартійний,0,Самовисування,"Облікова картка\nБахчисарайський (Автономна Республіка Крим) виборчий округ N 036\nПрізвище, ім'я, по батькові: Коген Юрій Борисович\nЧисло, місяць і рік народження: 06.09.37\nНаціональність: караїм\nОсвіта: вища\nПрофесія: економіст\nПосада (заняття), місце роботи: начальник відділу контрольно-ревізійного управління Бахчисарайського району Республіки Крим\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=3502,http://static.rada.gov.ua/arhiv/DEPPHO2/D36.JPG,d36,1,06.09.1937,караїм,вища,не має,економіст,начальник відділу контрольно-ревізійного управління Бахчисарайського району Республіки Крим,ні,,
11102,mp-d113_skl2,2,Кожевников Борис Михайлович,Борис,Михайлович,Кожевников,Б.М.,,11.05.1994,12.05.1998,"Куйбишевський виборчий округ № 113, Донецька область",Куйбишевський виборчий округ № 113,113,Донецька область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nКуйбишевський (Донецька обл.) виборчий округ N 113\nПрізвище, ім'я, по батькові: Кожевников Борис Михайлович\nЧисло, місяць і рік народження: 23.07.47\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: інженер-технолог\nПосада (заняття), місце роботи: заступник директора Донецького заводу гумово-хімічних виробів\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=11102,http://static.rada.gov.ua/arhiv/DEPPHO2/D113.JPG,d113,1,23.07.1947,росіянин,вища,не має,інженер-технолог,заступник директора Донецького заводу гумово-хімічних виробів,ні,,
19802,mp-d203_skl2,2,Кожин Борис Борисович,Борис,Борисович,Кожин,Б.Б.,,11.05.1994,12.05.1998,"Рожнятівський виборчий округ № 203, Івано-Франківська область",Рожнятівський виборчий округ № 203,203,Івано-Франківська область,Безпартійний,0,Самовисування,"Облікова картка\nРожнятівський (Івано-Франківська обл.) виборчий округ N 203\nПрізвище, ім'я, по батькові: Кожин Борис Борисович\nЧисло, місяць і рік народження: 25.09.44\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: військовослужбовець\nПосада (заняття), місце роботи: радник начальника Академії Збройних Сил України\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=19802,http://static.rada.gov.ua/arhiv/DEPPHO2/D203.JPG,d203,1,25.09.1944,росіянин,вища,не має,військовослужбовець,радник начальника Академії Збройних Сил України,ні,,
14202,mp-d145_skl2,2,Кожушко Олександр Михайлович,Олександр,Михайлович,Кожушко,О.М.,,11.05.1994,12.05.1998,"Ясинуватський виборчий округ № 145, Донецька область",Ясинуватський виборчий округ № 145,145,Донецька область,Безпартійний,0,Самовисування,"Облікова картка\nЯсинуватський (Донецька обл.) виборчий округ N 145\nПрізвище, ім'я, по батькові: Кожушко Олександр Михайлович\nЧисло, місяць і рік народження: 10.04.28\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер шляхів сполучення\nПосада (заняття), місце роботи: начальник Донецької залізниці\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=14202,http://static.rada.gov.ua/arhiv/DEPPHO2/D145.JPG,d145,1,10.04.1928,українець,вища,не має,інженер шляхів сполучення,начальник Донецької залізниці,ні,,
26602,mp-d272_skl2,2,Коліушко Ігор Борисович,Ігор,Борисович,Коліушко,І.Б.,,11.05.1994,12.05.1998,"Буський виборчий округ № 272, Львівська область",Буський виборчий округ № 272,272,Львівська область,Безпартійний,0,Самовисування,"Облікова картка\nБуський (Львівська обл.) виборчий округ N 272\nПрізвище, ім'я, по батькові: Коліушко Ігор Борисович\nЧисло, місяць і рік народження: 18.06.65\nНаціональність: українець\nОсвіта: вища\nПрофесія: радіофізик\nПосада (заняття), місце роботи: експерт Українського фонду підтримки реформ\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=26602,http://static.rada.gov.ua/arhiv/DEPPHO2/D272.JPG,d272,1,18.06.1965,українець,вища,не має,радіофізик,експерт Українського фонду підтримки реформ,ні,,
