id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,nationality,education,old_profession,old_post,posts_text,post_name,department_name,factions_text,resignation_text
606403,mp-d114_skl3,3,Бережний Віктор Григорович,Віктор,Григорович,Бережний,В.Г.,12.05.1998,14.05.2002,"Виборчий округ № 114, Луганська область",Виборчий округ № 114,114,Луганська область,Комуністична партія України,5,Комуністична партія України,,"Виборчий округ N 114\nПрізвище, ім'я, по батькові: Бережний Віктор Григорович\nДата народження: 23/02/47\nПартійність (на момент виборів): Комуністична партія України\nОсвіта: вища\nСпеціальність: гірничий інженер\nПопереднє місце роботи: Пенсіонер\nКомітет: Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=606403,http://static.rada.gov.ua/arhiv/DEPPHO3/D114.JPG,d114,1,23.02.1947,,вища,гірничий інженер,Пенсіонер,"Член Комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Член Комітету,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Фракція Комуністичної партії України,
119703,mp-d404_skl3,3,Беспалий Борис Якович,Борис,Якович,Беспалий,Б.Я.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народно-демократична партія /№ у списку - 18/",Багатомандатний загальнодержавний виборчий округ,0,,Народно-демократична партія,56,Народно-демократична партія,18,"Багатомандатний загальнодержавний виборчий округ, НДП\nПрізвище, ім'я, по батькові: Беспалий Борис Якович\nДата народження: 25/05/53\nНаціональність: українець\nПартійність (на момент виборів): Народно - демократична партія\nОсвіта: вища\nСпеціальність: вчитель\nПопереднє місце роботи: Завідувач відділу секретаріату НДП\nКомітет: Комітет з питань правової політики\nПосада в комітеті: Член Комітету\nФракція: Фракція Українського Народного Руху",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=119703,http://static.rada.gov.ua/arhiv/DEPPHO3/D404.JPG,d404,1,25.05.1953,українець,вища,вчитель,Завідувач відділу секретаріату НДП,Член Комітету з питань правової політики,Член Комітету,Комітет з питань правової політики,Фракція Українського Народного Руху,
175003,mp-d384_skl3,3,Белоусова Ірина Анатоліївна,Ірина,Анатоліївна,Бєлоусова,І.А.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Партія Зелених України /№ у списку - 14/",Багатомандатний загальнодержавний виборчий округ,0,,Партія Зелених України,51,Партія Зелених України,14,"Багатомандатний загальнодержавний виборчий округ, ПЗУ\nПрізвище, ім'я, по батькові: Белоусова Ірина Анатоліївна\nДата народження: 10/07/54\nНаціональність: росіянка\nПартійність (на момент виборів): Партія Зелених України\nОсвіта: вища\nСпеціальність: економіст\nПопереднє місце роботи: Директор аудиторської фірми ""Мульті-аудит""\nКомітет: Комітет з питань економічної політики, управління народним господарством, власності та інвестицій\nПосада в комітеті: Секретар Комітету\nФракція: Фракція партії Зелених України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=175003,http://static.rada.gov.ua/arhiv/DEPPHO3/D384.JPG,d384,2,10.07.1954,росіянка,вища,економіст,"Директор аудиторської фірми ""Мульті-аудит""","Секретар Комітету з питань економічної політики, управління народним господарством, власності та інвестицій",Секретар Комітету,"Комітет з питань економічної політики, управління народним господарством, власності та інвестицій",Фракція партії Зелених України,
274703,mp-d120_skl3,3,Білас Іван Григорович,Іван,Григорович,Білас,І.Г.,12.05.1998,14.05.2002,"Виборчий округ № 120, Львівська область",Виборчий округ № 120,120,Львівська область,Безпартійний,47,"Виборчий блок партій ""Національний фронт""",,"Виборчий округ N 120\nПрізвище, ім'я, по батькові: Білас Іван Григорович\nДата народження: 09/05/53\nНаціональність: українець\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: юрист\nПопереднє місце роботи: Народний депутат України 13-го скликання, перший заступник голови Комітету Верховної Ради України із питань боротьби із корупцією та організованою злочинністю\nКомітет: Комітет з питань законодавчого забезпечення правоохоронної діяльності\nПосада в комітеті: Голова Комітету\nФракція: Фракція Українського Народного Руху",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=274703,http://static.rada.gov.ua/arhiv/DEPPHO3/D120.JPG,d120,1,09.05.1953,українець,вища,юрист,"Народний депутат України 13-го скликання, перший заступник голови Комітету Верховної Ради України із питань боротьби із корупцією та організованою злочинністю",Голова Комітету з питань законодавчого забезпечення правоохоронної діяльності,Голова Комітету,Комітет з питань законодавчого забезпечення правоохоронної діяльності,Фракція Українського Народного Руху,
402003,mp-d38_skl3,3,Білик Анатолій Григорович,Анатолій,Григорович,Білик,А.Г.,12.05.1998,14.05.2002,"Виборчий округ № 38, Дніпропетровська область",Виборчий округ № 38,38,Дніпропетровська область,"Всеукраїнське об'єднання ""Громада""",0,Самовисування,,"Виборчий округ N 38\nПрізвище, ім'я, по батькові: Білик Анатолій Григорович\nДата народження: 19/04/51\nПартійність (на момент виборів): Всеукраїнське об'єднання ""Громада""\nОсвіта: вища\nСпеціальність: вчений-агроном\nПопереднє місце роботи: Заступник Голови обласної ради Дніпропетровської обл.\nКомітет: Комітет з питань молодіжної політики, фізичної культури, спорту і туризму\nПосада в комітеті: Член Комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=402003,http://static.rada.gov.ua/arhiv/DEPPHO3/D38.JPG,d38,1,19.04.1951,,вища,вчений-агроном,Заступник Голови обласної ради Дніпропетровської обл.,"Член Комітету з питань молодіжної політики, фізичної культури, спорту і туризму",Член Комітету,"Комітет з питань молодіжної політики, фізичної культури, спорту і туризму","Фракція партії ""Єдність""",
705203,mp-d99_1_skl3,3,Біловол Олександр Миколайович,Олександр,Миколайович,Біловол,О.М.,07.07.2000,14.05.2002,"Виборчий округ № 99, Кіровоградська область",Виборчий округ № 99,99,Кіровоградська область,Безпартійний,0,Самовисування,,"Виборчий округ N 99\nПрізвище, ім'я, по батькові: Біловол Олександр Миколайович\nДата народження: 1962\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: лікар, провізор, юрист\nПопереднє місце роботи: голова правління Державної акціонерної компанії ""Ліки України""\nКомітет: Не входить до складу комітетів\nФракція: Фракція партії ""Демократичний союз""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=705203,http://static.rada.gov.ua/arhiv/DEPPHO3/D99_1.JPG,d99_1,1,1962,,вища,"лікар, провізор, юрист","голова правління Державної акціонерної компанії ""Ліки України""",,,Не входить до складу комітетів,"Фракція партії ""Демократичний союз""",
96203,mp-d411_skl3,3,Білорус Олег Григорович,Олег,Григорович,Білорус,О.Г.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Всеукраїнське об'єднання ""Громада"" /№ у списку - 8/",Багатомандатний загальнодержавний виборчий округ,0,,"Всеукраїнське об'єднання ""Громада""",52,"Всеукраїнське об'єднання ""Громада""",8,"Багатомандатний загальнодержавний виборчий округ, ВО ""Громада""\nПрізвище, ім'я, по батькові: Білорус Олег Григорович\nДата народження: 14/10/39\nНаціональність: українець\nПартійність (на момент виборів): Всеукраїнське об'єднання ""Громада""\nОсвіта: вища\nСпеціальність: економіст\nПопереднє місце роботи: Зав.відділом інституту світової економіки і міжнародних відносин Національної Академії Наук України\nКомітет: Комітет у закордонних справах\nПосада в комітеті: Член Комітету\nФракція: Фракція ""Батьківщина""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=96203,http://static.rada.gov.ua/arhiv/DEPPHO3/D411.JPG,d411,1,14.10.1939,українець,вища,економіст,Зав.відділом інституту світової економіки і міжнародних відносин Національної Академії Наук України,Член Комітету у закордонних справах,Член Комітету,Комітет у закордонних справах,"Фракція ""Батьківщина""",
119803,mp-d405_skl3,3,Білоус Артур Олександрович,Артур,Олександрович,Білоус,А.О.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народно-демократична партія /№ у списку - 19/",Багатомандатний загальнодержавний виборчий округ,0,,Безпартійний,56,Народно-демократична партія,19,"Багатомандатний загальнодержавний виборчий округ, НДП\nПрізвище, ім'я, по батькові: Білоус Артур Олександрович\nДата народження: 07/01/68\nНаціональність: українець\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: математик\nПопереднє місце роботи: Радник Президента України, доцент кафедри політології Національного університету ""Києво-Могилянська Академія""\nКомітет: Комітет з питань свободи слова та інформації\nПосада в комітеті: Член Комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=119803,http://static.rada.gov.ua/arhiv/DEPPHO3/D405.JPG,d405,1,07.01.1968,українець,вища,математик,"Радник Президента України, доцент кафедри політології Національного університету ""Києво-Могилянська Академія""",Член Комітету з питань свободи слова та інформації,Член Комітету,Комітет з питань свободи слова та інформації,"Фракція партії ""Єдність""",
97003,mp-d418_skl3,3,Блохін Олег Володимирович,Олег,Володимирович,Блохін,О.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Всеукраїнське об'єднання ""Громада"" /№ у списку - 16/",Багатомандатний загальнодержавний виборчий округ,0,,"Всеукраїнське об'єднання Громада""",52,"Всеукраїнське об'єднання ""Громада""",16,"Багатомандатний загальнодержавний виборчий округ, ВО ""Громада""\nПрізвище, ім'я, по батькові: Блохін Олег Володимирович\nДата народження: 05/11/52\nНаціональність: українець\nПартійність (на момент виборів): Всеукраїнське об'єднання Громада""\nОсвіта: вища\nСпеціальність: спеціаліст з футболу\nКомітет: Комітет з питань молодіжної політики, фізичної культури, спорту і туризму\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=97003,http://static.rada.gov.ua/arhiv/DEPPHO3/D418.JPG,d418,1,05.11.1952,українець,вища,спеціаліст з футболу,тимчасово не працює,"Член Комітету з питань молодіжної політики, фізичної культури, спорту і туризму",Член Комітету,"Комітет з питань молодіжної політики, фізичної культури, спорту і туризму",Фракція Комуністичної партії України,
453303,mp-d63_skl3,3,Богатиренко Анатолій Андрійович,Анатолій,Андрійович,Богатиренко,А.А.,12.05.1998,14.05.2002,"Виборчий округ № 63, Донецька область",Виборчий округ № 63,63,Донецька область,Безпартійний,0,Самовисування,,"Виборчий округ N 63\nПрізвище, ім'я, по батькові: Богатиренко Анатолій Андрійович\nДата народження: 28/05/53\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: інженер-електрик\nПопереднє місце роботи: Президент промислово-інвестиційної групи ""РосУкр""\nКомітет: Комітет з питань промислової політики і підприємництва\nПосада в комітеті: Член Комітету\nФракція: Регіони України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=453303,http://static.rada.gov.ua/arhiv/DEPPHO3/D63.JPG,d63,1,28.05.1953,,вища,інженер-електрик,"Президент промислово-інвестиційної групи ""РосУкр""",Член Комітету з питань промислової політики і підприємництва,Член Комітету,Комітет з питань промислової політики і підприємництва,"Фракція ""Регіони України""",
703103,mp-d41_1_skl3,3,Богатирьова Раїса Василівна,Раїса,Василівна,Богатирьова,Р.В.,06.07.2000,14.05.2002,"Виборчий округ № 41, Донецька область",Виборчий округ № 41,41,Донецька область,Християнсько-демократична партія України,0,Самовисування,,"Виборчий округ N 75\nПрізвище, ім'я, по батькові: Богатирьова Раїса Василівна\nДата народження: 1953\nПартійність (на момент виборів): Християнсько - демократична партія України\nОсвіта: вища\nСпеціальність: лікар, юрист\nПопереднє місце роботи: науковий консультант Президента України, Адміністрація Президента України\nКомітет: Не входить до складу комітетів\nФракція: Регіони України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=703103,http://static.rada.gov.ua/arhiv/DEPPHO3/D41_1.JPG,d41_1,2,06.01.1953,,вища,"лікар, юрист","науковий консультант Президента України, Адміністрація Президента України",,,Не входить до складу комітетів,"Фракція ""Регіони України""",
558703,mp-d169_skl3,3,Богословська Інна Германівна,Інна,Германівна,Богословська,І.Г.,12.05.1998,14.05.2002,"Виборчий округ № 169, Харківська область",Виборчий округ № 169,169,Харківська область,Безпартійний,0,Самовисування,,"Виборчий округ N 169\nПрізвище, ім'я, по батькові: Богословська Інна Германівна\nДата народження: 05/08/60\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: юрист-правознавець\nПопереднє місце роботи: Директор товариства ""Юридична міжнародна служба""\nКомітет: Комітет з питань бюджету\nПосада в комітеті: Перший заступник голови комітету\nФракція: Фракція партії ""Трудова Україна""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=558703,http://static.rada.gov.ua/arhiv/DEPPHO3/D169.JPG,d169,2,05.08.1960,,вища,юрист-правознавець,"Директор товариства ""Юридична міжнародна служба""",Перший заступник голови Комітету з питань бюджету,Перший заступник голови комітету,Комітет з питань бюджету,"Фракція партії ""Трудова Україна""",
53303,mp-d314_skl3,3,Бойко Богдан Федорович,Богдан,Федорович,Бойко,Б.Ф.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народний Рух України /№ у списку - 7/",Багатомандатний загальнодержавний виборчий округ,0,,Народний Рух України,1,Народний Рух України,7,"Багатомандатний загальнодержавний виборчий округ, НРУ\nПрізвище, ім'я, по батькові: Бойко Богдан Федорович\nДата народження: 29/09/54\nНаціональність: українець\nПартійність (на момент виборів): Народний Рух України\nОсвіта: вища\nСпеціальність: економіст\nПопереднє місце роботи: Народний депутат України,\nГолова Тернопільської обласної державної адміністрації, Заступник Голови Народного Руху України\nКомітет: Комітет з питань прав людини, національних меншин і міжнаціональних відносин\nПосада в комітеті: Член Комітету\nФракція: Не входять до складу фракцій",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=53303,http://static.rada.gov.ua/arhiv/DEPPHO3/D314.JPG,d314,1,29.09.1954,українець,вища,економіст,"Народний депутат України,","Член Комітету з питань прав людини, національних меншин і міжнаціональних відносин",Член Комітету,"Комітет з питань прав людини, національних меншин і міжнаціональних відносин",Не входить до складу фракцій,
55103,mp-d327_skl3,3,Бойчук Іван Васильович,Іван,Васильович,Бойчук,І.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народний Рух України /№ у списку - 25/",Багатомандатний загальнодержавний виборчий округ,0,,Народний Рух України,1,Народний Рух України,25,"Багатомандатний загальнодержавний виборчий округ, НРУ\nПрізвище, ім'я, по батькові: Бойчук Іван Васильович\nДата народження: 21/10/51\nПартійність (на момент виборів): Народний Рух України\nОсвіта: вища\nСпеціальність: Фахівці культури і мистецтва\nПопереднє місце роботи: Голова Тернопільської обласної Ради, член Центрального Проводу Народного Руху України\nКомітет: Комітет у справах пенсіонерів, ветеранів та інвалідів\nПосада в комітеті: Член Комітету\nФракція: Фракція Соціал-демократичної партії України (об'єднана)",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=55103,http://static.rada.gov.ua/arhiv/DEPPHO3/D327.JPG,d327,1,21.10.1951,,вища,Фахівці культури і мистецтва,"Голова Тернопільської обласної Ради, член Центрального Проводу Народного Руху України","Член Комітету у справах пенсіонерів, ветеранів та інвалідів",Член Комітету,"Комітет у справах пенсіонерів, ветеранів та інвалідів",Фракція Соціал-демократичної партії України (об'єднаної),
503,mp-d344_skl3,3,Бокий Іван Сидорович,Іван,Сидорович,Бокий,І.С.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок Соціалістичної партії України та Селянської партії України ""За правду, за народ, за Україну!"" /№ у списку - 5/",Багатомандатний загальнодержавний виборчий округ,0,,Безпартійний,55,"Виборчий блок Соціалістичної партії України та Селянської партії України ""За правду, за народ, за Україну""",5,"Багатомандатний загальнодержавний виборчий округ, ВБ СПУ та СелПУ\nПрізвище, ім'я, по батькові: Бокий Іван Сидорович\nДата народження: 20/02/42\nНаціональність: українець\nПартійність (на момент виборів): Позапартійний\nОсвіта: середня загальна\nПопереднє місце роботи: Заступник головного редактора газети ""Сільські вісті""\nКомітет: Комітет у закордонних справах\nПосада в комітеті: Член Комітету\nФракція: Фракція Соціалістичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=503,http://static.rada.gov.ua/arhiv/DEPPHO3/D344.JPG,d344,1,20.02.1942,українець,середня загальна,,"Заступник головного редактора газети ""Сільські вісті""",Член Комітету у закордонних справах,Член Комітету,Комітет у закордонних справах,Фракція Соціалістичної партії України,
81103,mp-d212_skl3,3,Бондаренко Володимир Дмитрович,Володимир,Дмитрович,Бондаренко,В.Д.,12.05.1998,14.05.2002,"Виборчий округ № 212, м. Київ",Виборчий округ № 212,212,м. Київ,Безпартійний,0,Самовисування,,"Виборчий округ N 212\nПрізвище, ім'я, по батькові: Бондаренко Володимир Дмитрович\nДата народження: 04/12/52\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: історик-політолог\nПопереднє місце роботи: Народний депутат України 13-го скликання\nКомітет: Комітет з питань промислової політики і підприємництва\nПосада в комітеті: Член Комітету\nФракція: Фракція партії""Реформи і порядок""-Реформи-конгрес",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=81103,http://static.rada.gov.ua/arhiv/DEPPHO3/D212.JPG,d212,1,04.12.1952,,вища,історик-політолог,Народний депутат України 13-го скликання,Член Комітету з питань промислової політики і підприємництва,Член Комітету,Комітет з питань промислової політики і підприємництва,"Фракція партії'Реформи і порядок""-Реформи-конгрес",
53903,mp-d318_skl3,3,Бондаренко Олена Федорівна,Олена,Федорівна,Бондаренко,О.Ф.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народний Рух України /№ у списку - 13/",Багатомандатний загальнодержавний виборчий округ,0,,Народний Рух України,1,Народний Рух України,13,"Багатомандатний загальнодержавний виборчий округ, НРУ\nПрізвище, ім'я, по батькові: Бондаренко Олена Федорiвна\nДата народження: 13/02/55\nПартійність (на момент виборів): Народний Рух України\nОсвіта: вища\nСпеціальність: кореспондент\nПопереднє місце роботи: Заступник Голови Народного Руху України, головний редактор газети “Час/Time”, член Спілки письменників України\nКомітет: Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України\nПосада в комітеті: Член Комітету\nФракція: Фракція партії""Реформи і порядок""-Реформи-конгрес",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=53903,http://static.rada.gov.ua/arhiv/DEPPHO3/D318.JPG,d318,2,13.02.1955,,вища,кореспондент,"Заступник Голови Народного Руху України, головний редактор газети ""Час/Time"", член Спілки письменників України","Член Комітету з питань Регламенту, депутатської етики та організації роботи Верховної Ради України",Член Комітету,"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України","Фракція партії'Реформи і порядок""-Реформи-конгрес",
33603,mp-d258_skl3,3,Бондарчук Олександр Васильович,Олександр,Васильович,Бондарчук,О.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 35/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,35,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Бондарчук Олександр Васильович\nДата народження: 30/09/57\nНаціональність: росіянин\nПартійність (на момент виборів): Комуністична партія України\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Конструктор АНТК ім. Антонова\nКомітет: Комітет з питань соціальної політики та праці\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=33603,http://static.rada.gov.ua/arhiv/DEPPHO3/D258.JPG,d258,1,30.09.1957,росіянин,вища,інженер-механік,Конструктор АНТК ім. Антонова,Член Комітету з питань соціальної політики та праці,Член Комітету,Комітет з питань соціальної політики та праці,Фракція Комуністичної партії України,
416703,mp-d103_skl3,3,Борзих Олександр Іванович,Олександр,Іванович,Борзих,О.І.,12.05.1998,14.05.2002,"Виборчий округ № 103, Луганська область",Виборчий округ № 103,103,Луганська область,Безпартійний,0,Самовисування,,"Виборчий округ N 103\nПрізвище, ім'я, по батькові: Борзих Олександр Iванович\nДата народження: 26/05/50\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: учений агроном\nПопереднє місце роботи: Народний депутат України\nКомітет: Комітет з питань аграрної політики та земельних відносин\nПосада в комітеті: Секретар Комітету\nФракція: Регіони України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=416703,http://static.rada.gov.ua/arhiv/DEPPHO3/D103.JPG,d103,1,26.05.1950,,вища,учений агроном,Народний депутат України,Секретар Комітету з питань аграрної політики та земельних відносин,Секретар Комітету,Комітет з питань аграрної політики та земельних відносин,"Фракція ""Регіони України""",
56103,mp-d335_skl3,3,Борзов Валерій Пилипович,Валерій,Пилипович,Борзов,В.П.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Народний Рух України /№ у списку - 35/",Багатомандатний загальнодержавний виборчий округ,0,,Народний Рух України,1,Народний Рух України,35,"Багатомандатний загальнодержавний виборчий округ, НРУ\nПрізвище, ім'я, по батькові: Борзов Валерій Пилипович\nДата народження: 20/10/49\nПартійність (на момент виборів): Народний Рух України\nОсвіта: вища\nСпеціальність: тренер-викладач\nПопереднє місце роботи: Президент Національного Олімпійського комітету України\nКомітет: Комітет з питань молодіжної політики, фізичної культури, спорту і туризму\nПосада в комітеті: Голова Комітету\nФракція: Фракція Соціал-демократичної партії України (об'єднана)",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=56103,http://static.rada.gov.ua/arhiv/DEPPHO3/D335.JPG,d335,1,20.10.1949,,вища,тренер-викладач,Президент Національного Олімпійського комітету України,"Голова Комітету з питань молодіжної політики, фізичної культури, спорту і туризму",Голова Комітету,"Комітет з питань молодіжної політики, фізичної культури, спорту і туризму",Фракція Соціал-демократичної партії України (об'єднаної),
194403,mp-d189_skl3,3,Бортник Володимир Федорович,Володимир,Федорович,Бортник,В.Ф.,12.05.1998,14.05.2002,"Виборчий округ № 189, Хмельницька область",Виборчий округ № 189,189,Хмельницька область,Безпартійний,0,Самовисування,,"Виборчий округ N 189\nПрізвище, ім'я, по батькові: Бортник Володимир Федорович\nДата народження: 26/01/49\nНаціональність: українець\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Народний депутат України, голова правління Державного концерну ""Украгротехсервіс""\nКомітет: Комітет з питань аграрної політики та земельних відносин\nПосада в комітеті: Член Комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=194403,http://static.rada.gov.ua/arhiv/DEPPHO3/D189.JPG,d189,1,26.01.1949,українець,вища,інженер-механік,"Народний депутат України, голова правління Державного концерну ""Украгротехсервіс""",Член Комітету з питань аграрної політики та земельних відносин,Член Комітету,Комітет з питань аграрної політики та земельних відносин,"Фракція партії ""Єдність""",
34003,mp-d261_skl3,3,Борщевський Віктор Валентинович,Віктор,Валентинович,Борщевський,В.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 39/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,39,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Борщевський Віктор Валентинович\nДата народження: 02/01/51\nНаціональність: росіянин\nПартійність (на момент виборів): Комуністична партія України\nОсвіта: вища\nСпеціальність: радіофізик\nПопереднє місце роботи: Доцент Дніпропетровського державного технічного університету\nКомітет: Комітет у справах пенсіонерів, ветеранів та інвалідів\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=34003,http://static.rada.gov.ua/arhiv/DEPPHO3/D261.JPG,d261,1,02.01.1951,росіянин,вища,радіофізик,Доцент Дніпропетровського державного технічного університету,"Член Комітету у справах пенсіонерів, ветеранів та інвалідів",Член Комітету,"Комітет у справах пенсіонерів, ветеранів та інвалідів",Фракція Комуністичної партії України,
650203,mp-d215_skl3,3,Бродський Михайло Юрійович,Михайло,Юрійович,Бродський,М.Ю.,12.05.1998,14.05.2002,"Виборчий округ № 215, м. Київ",Виборчий округ № 215,215,м. Київ,Безпартійний,0,Самовисування,,"Виборчий округ N 215\nПрізвище, ім'я, по батькові: Бродський Михайло Юрійович\nДата народження: 05/04/59\nПартійність (на момент виборів): Позапартійний\nОсвіта: вища\nСпеціальність: економіст\nПопереднє місце роботи: Голова ради газети ""Киевские ведомости""\nКомітет: Комітет з питань промислової політики і підприємництва\nПосада в комітеті: Голова Комітету\nФракція: Фракція ""Яблуко""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=650203,http://static.rada.gov.ua/arhiv/DEPPHO3/D215.JPG,d215,1,05.04.1959,,вища,економіст,"Голова ради газети ""Киевские ведомости""",Голова Комітету з питань промислової політики і підприємництва,Голова Комітету,Комітет з питань промислової політики і підприємництва,"Фракція ""Яблуко""",
35003,mp-d271_skl3,3,Буждиган Пилип Пилипович,Пилип,Пилипович,Буждиган,П.П.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 49/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,49,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Буждиган Пилип Пилипович\nДата народження: 20/06/52\nНаціональність: українець\nПартійність (на момент виборів): Комуністична партія України\nОсвіта: вища\nСпеціальність: вчитель історії\nПопереднє місце роботи: Директор фірми ""ФІЛО""\nКомітет: Комітет з питань економічної політики, управління народним господарством, власності та інвестицій\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=35003,http://static.rada.gov.ua/arhiv/DEPPHO3/D271.JPG,d271,1,20.06.1952,українець,вища,вчитель історії,"Директор фірми ""ФІЛО""","Член Комітету з питань економічної політики, управління народним господарством, власності та інвестицій",Член Комітету,"Комітет з питань економічної політики, управління народним господарством, власності та інвестицій",Фракція Комуністичної партії України,
