id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,address,resignation_text
21019,144,mp-d167_1_skl9,9,Гевко Володимир Леонідович,Володимир,Леонідович,Гевко,В.Л.,29.08.2019,,"Виборчий округ № 167, Тернопільська область",Виборчий округ № 167,167,61,Тернопільська область,безпартійний,50,Безпартійний,,"народився 20 серпня 1975&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Навчально-консалтингова компанія ""Профі-Центр"", безпартійний, проживає в місті Тернополі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21019,http://static.rada.gov.ua/dep_img9/d167_1.jpg,d167_1,1,20.08.1975,вища,,,директор,"ТОВ ""Навчально-консалтингова компанія ""Профі-Центр""",ні,в місті Тернополі,
21020,44,mp-d62_1_skl9,9,Герасименко Ігор Леонідович,Ігор,Леонідович,Герасименко,І.Л.,29.08.2019,,"Виборчий округ № 62, Житомирська область",Виборчий округ № 62,62,18,Житомирська область,безпартійний,50,Безпартійний,,"народився 5 сiчня 1984&#160;року в місті Радомишль Радомишльського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, безпартійний, проживає в місті Житомирі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21020,http://static.rada.gov.ua/dep_img9/d62_1.jpg,d62_1,1,05.01.1984,вища,,,пенсіонер,пенсіонер,ні,в місті Житомирі,
17985,396,mp-es11_skl9,9,Герасимов Артур Володимирович,Артур,Володимирович,Герасимов,А.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Європейська Солідарність"" /№ у списку - 11/",,,,,"Політична партія ""Європейська Солідарність""",228,"Політична партія ""Європейська Солідарність""",11,"народився 23 серпня 1972&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""Європейська Солідарність"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 11.",http://itd.rada.gov.ua/mps/info/page/17985,http://static.rada.gov.ua/dep_img9/es11.jpg,es11,1,23.08.1972,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
11121,388,mp-es3_skl9,9,Геращенко Ірина Володимирівна,Ірина,Володимирівна,Геращенко,І.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Європейська Солідарність"" /№ у списку - 3/",,,,,"Політична партія ""Європейська Солідарність""",228,"Політична партія ""Європейська Солідарність""",3,"народилася 15 травня 1971&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""Європейська Солідарність"", проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/page/11121,http://static.rada.gov.ua/dep_img9/es3.jpg,es3,2,15.05.1971,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
15827,169,mp-d192_1_skl9,9,Герега Олександр Володимирович,Олександр,Володимирович,Герега,О.В.,29.08.2019,,"Виборчий округ № 192, Хмельницька область",Виборчий округ № 192,192,68,Хмельницька область,"член ПОЛІТИЧНОЇ ПАРТІЇ ""ЗА КОНКРЕТНІ СПРАВИ""",230,"ПОЛІТИЧНА ПАРТІЯ ""ЗА КОНКРЕТНІ СПРАВИ""",,"народився 27 червня 1967&#160;року в місті Городок Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЗА КОНКРЕТНІ СПРАВИ"", проживає в місті Городок Городоцького району Хмельницької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15827,http://static.rada.gov.ua/dep_img9/d192_1.jpg,d192_1,1,27.06.1967,вища,,,народний депутат України,народний депутат України,так,в місті Городок Городоцького району Хмельницької області,
21021,26,mp-d35_1_skl9,9,Герман Денис Вадимович,Денис,Вадимович,Герман,Д.В.,29.08.2019,,"Виборчий округ № 35, Дніпропетровська область",Виборчий округ № 35,35,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 8 вересня 1981&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Альфа-Косметикс"", безпартійний, проживає в місті Дніпрі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21021,http://static.rada.gov.ua/dep_img9/d35_1.jpg,d35_1,1,08.09.1981,вища,,,директор,"ТОВ ""Альфа-Косметикс""",ні,в місті Дніпрі,
21022,217,mp-sn17_skl9,9,Герус Андрій Михайлович,Андрій,Михайлович,Герус,А.М.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 17/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,17,"народився 18 березня 1982&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, громадська організація ""Асоціація споживачів енергетики та комунальних послуг"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 17.",http://itd.rada.gov.ua/mps/info/page/21022,http://static.rada.gov.ua/dep_img9/sn17.jpg,sn17,1,18.03.1982,вища,,,голова,"громадська організація ""Асоціація споживачів енергетики та комунальних послуг""",ні,в місті Києві,
21023,220,mp-sn20_skl9,9,Гетманцев Данило Олександрович,Данило,Олександрович,Гетманцев,Д.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 20/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,20,"народився 26 квiтня 1978&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, професор кафедри фінансового права юридичного факультету, Київський національний університет імені Тараса Шевченка, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/page/21023,http://static.rada.gov.ua/dep_img9/sn20.jpg,sn20,1,26.04.1978,вища,Київський національний університет імені Тараса Шевченка,професор кафедри фінансового права юридичного факультету,,"професор кафедри фінансового права юридичного факультету, Київський національний університет імені Тараса Шевченка",,в місті Києві,
21024,36,mp-d49_1_skl9,9,Гнатенко Валерій Сергійович,Валерій,Сергійович,Гнатенко,В.С.,29.08.2019,,"Виборчий округ № 49, Донецька область",Виборчий округ № 49,49,14,Донецька область,"член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",,"народився 3 лютого 1967&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Дружківський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Дружківка Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",http://itd.rada.gov.ua/mps/info/page/21024,http://static.rada.gov.ua/dep_img9/d49_1.jpg,d49_1,1,03.02.1967,вища,,,Дружківський міський голова,Дружківський міський голова,ні,в місті Дружківка Донецької області,
17984,114,mp-d137_1_skl9,9,Гончаренко Олексій Олексійович,Олексій,Олексійович,Гончаренко,О.О.,29.08.2019,,"Виборчий округ № 137, Одеська область",Виборчий округ № 137,137,51,Одеська область,безпартійний,50,Безпартійний,,"народився 16 вересня 1980&#160;року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/17984,http://static.rada.gov.ua/dep_img9/d137_1.jpg,d137_1,1,16.09.1980,вища,,,народний депутат України,народний депутат України,так,в місті Одесі,
21025,305,mp-sn109_skl9,9,Горбенко Руслан Олександрович,Руслан,Олександрович,Горбенко,Р.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 109/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,109,"народився 12 березня 1979&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Інтершина УА"", безпартійний, проживає в селі Лісники Київської області, судимість відсутня, включений до виборчого списку під № 109.",http://itd.rada.gov.ua/mps/info/page/21025,http://static.rada.gov.ua/dep_img9/sn109.jpg,sn109,1,12.03.1979,вища,,,директор,"ТОВ ""Інтершина УА""",ні,в селі Лісники Київської області,
18075,50,mp-d68_1_skl9,9,Горват Роберт Іванович,Роберт,Іванович,Горват,Р.І.,29.08.2019,,"Виборчий округ № 68, Закарпатська область",Виборчий округ № 68,68,21,Закарпатська область,безпартійний,50,Безпартійний,,"народився 17 лютого 1969&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Ужгороді, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18075,http://static.rada.gov.ua/dep_img9/d68_1.jpg,d68_1,1,17.02.1969,вища,,,народний депутат України,народний депутат України,так,в місті Ужгороді,
21026,113,mp-d136_1_skl9,9,Горенюк Олександр Олександрович,Олександр,Олександрович,Горенюк,О.О.,29.08.2019,,"Виборчий округ № 136, Одеська область",Виборчий округ № 136,136,51,Одеська область,безпартійний,50,Безпартійний,,"народився 8 серпня 1991&#160;року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21026,http://static.rada.gov.ua/dep_img9/d136_1.jpg,d136_1,1,08.08.1991,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Києві,
14603,77,mp-d95_1_skl9,9,Горобець Олександр Сергійович,Олександр,Сергійович,Горобець,О.С.,29.08.2019,,"Виборчий округ № 95, Київська область",Виборчий округ № 95,95,32,Київська область,безпартійний,50,Безпартійний,,"народився 15 лютого 1978&#160;року в місті Біла Церква Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник генерального директора, ТОВ ""Сфера житлобуд"", безпартійний, проживає в селі Фурси Білоцерківського району Київської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/14603,http://static.rada.gov.ua/dep_img9/d95_1.jpg,d95_1,1,15.02.1978,вища,,,заступник генерального директора,"ТОВ ""Сфера житлобуд""",ні,в селі Фурси Білоцерківського району Київської області,
21027,86,mp-d105_1_skl9,9,Гриб Вікторія Олександрівна,Вікторія,Олександрівна,Гриб,В.О.,29.08.2019,,"Виборчий округ № 105, Луганська область",Виборчий округ № 105,105,43,Луганська область,безпартійнa,50,Безпартійний,,"народилася 19 червня 1968&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, керівник напряму зі сталого розвитку, ТОВ ""ДТЕК ЕНЕРГО"", безпартійнa, проживає в селі Софіївська Борщагівка Києво-Святошинського району Київської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21027,http://static.rada.gov.ua/dep_img9/d105_1.jpg,d105_1,2,19.06.1968,вища,,,керівник напряму зі сталого розвитку,"ТОВ ""ДТЕК ЕНЕРГО""",ні,в селі Софіївська Борщагівка Києво-Святошинського району Київської області,
21028,310,mp-sn114_skl9,9,Гривко Сергій Дмитрович,Сергій,Дмитрович,Гривко,С.Д.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 114/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",114,"народився 12 грудня 1985&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Чернігові, судимість відсутня, включений до виборчого списку під № 114.",http://itd.rada.gov.ua/mps/info/page/21028,http://static.rada.gov.ua/dep_img9/sn114.jpg,sn114,1,12.12.1985,вища,,,тимчасово не працює,тимчасово не працює,ні,в місті Чернігові,
21029,266,mp-sn67_skl9,9,Гринчук Оксана Анатоліївна,Оксана,Анатоліївна,Гринчук,О.А.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 67/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,67,"народилася 20 червня 1979&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер готельного бізнесу, ТОВ ""Бізнес-центр ""Буковина"", безпартійнa, проживає в місті Чернівцях, судимість відсутня, включена до виборчого списку під № 67.",http://itd.rada.gov.ua/mps/info/page/21029,http://static.rada.gov.ua/dep_img9/sn67.jpg,sn67,2,20.06.1979,вища,,,менеджер готельного бізнесу,"ТОВ ""Бізнес-центр ""Буковина""",ні,в місті Чернівцях,
21327,430,mp-sn133_skl9,9,Гришина Юлія Миколаївна,Юлія,Миколаївна,Гришина,Ю.М.,03.09.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 133/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,133,"народилася 16 червня 1978&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, професор кафедри трудового права та права соціального забезпечення, Київський національний університет імені Тараса Шевченка, безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 133.",http://itd.rada.gov.ua/mps/info/page/21327,http://static.rada.gov.ua/dep_img9/sn133.jpg,sn133,2,16.06.1978,вища,Київський національний університет імені Тараса Шевченка,професор кафедри трудового права та права соціального забезпечення,,"професор кафедри трудового права та права соціального забезпечення, Київський національний університет імені Тараса Шевченка",,в місті Києві,
21030,48,mp-d66_1_skl9,9,Грищенко Тетяна Миколаївна,Тетяна,Миколаївна,Грищенко,Т.М.,29.08.2019,,"Виборчий округ № 66, Житомирська область",Виборчий округ № 66,66,18,Житомирська область,безпартійнa,50,Безпартійний,,"народилася 27 серпня 1979&#160;року в місті Малин Житомирської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійнa, проживає в місті Малин Малинського району Житомирської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21030,http://static.rada.gov.ua/dep_img9/d66_1.jpg,d66_1,2,27.08.1979,середня спеціальна,,,тимчасово не працює,тимчасово не працює,ні,в місті Малин Малинського району Житомирської області,
21031,199,mp-d222_1_skl9,9,Грищук Роман Павлович,Роман,Павлович,Грищук,Р.П.,29.08.2019,,"Виборчий округ № 222, м. Київ",Виборчий округ № 222,222,85,м. Київ,безпартійний,50,Безпартійний,,"народився 27 серпня 1989&#160;року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""МХ шоу"", безпартійний, проживає в селі Софіївська Борщагівка Києво-Святошинського району Київської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21031,http://static.rada.gov.ua/dep_img9/d222_1.jpg,d222_1,1,27.08.1989,вища,,,директор,"ТОВ ""МХ шоу""",ні,в селі Софіївська Борщагівка Києво-Святошинського району Київської області,
21032,138,mp-d161_1_skl9,9,Гузенко Максим Васильович,Максим,Васильович,Гузенко,М.В.,29.08.2019,,"Виборчий округ № 161, Сумська область",Виборчий округ № 161,161,59,Сумська область,безпартійний,50,Безпартійний,,"народився 8 червня 1981&#160;року в місті Сумах, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Агрохім-Партнер"", безпартійний, проживає в місті Сумах, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21032,http://static.rada.gov.ua/dep_img9/d161_1.jpg,d161_1,1,08.06.1981,вища,,,директор,"ТОВ ""Агрохім-Партнер""",ні,в місті Сумах,
14674,10,mp-d19_1_skl9,9,Гузь Ігор Володимирович,Ігор,Володимирович,Гузь,І.В.,29.08.2019,,"Виборчий округ № 19, Волинська область",Виборчий округ № 19,19,7,Волинська область,безпартійний,50,Безпартійний,,"народився 11 сiчня 1982&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Луцьку, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/14674,http://static.rada.gov.ua/dep_img9/d19_1.jpg,d19_1,1,11.01.1982,вища,,,народний депутат України,народний депутат України,так,в місті Луцьку,
21033,195,mp-d218_1_skl9,9,Гурін Дмитро Олександрович,Дмитро,Олександрович,Гурін,Д.О.,29.08.2019,,"Виборчий округ № 218, м. Київ",Виборчий округ № 218,218,85,м. Київ,безпартійний,50,Безпартійний,,"народився 24 березня 1982&#160;року в місті Хмельницькому, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21033,http://static.rada.gov.ua/dep_img9/d218_1.jpg,d218_1,1,24.03.1982,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Києві,
21036,231,mp-sn32_skl9,9,Діденко Юлія Олександрівна,Юлія,Олександрівна,Діденко,Ю.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 32/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,32,"народилася 8 травня 1978&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, комерційний директор, ТОВ ""Рекламне агентство ""ВМЄСТЄ"", безпартійнa, проживає в місті Одесі, судимість відсутня, включена до виборчого списку під № 32.",http://itd.rada.gov.ua/mps/info/page/21036,http://static.rada.gov.ua/dep_img9/sn32.jpg,sn32,2,08.05.1978,вища,,,комерційний директор,"ТОВ ""Рекламне агентство ""ВМЄСТЄ""",ні,в місті Одесі,
18079,185,mp-d208_1_skl9,9,Давиденко Валерій Миколайович,Валерій,Миколайович,Давиденко,В.М.,29.08.2019,,"Виборчий округ № 208, Чернігівська область",Виборчий округ № 208,208,77,Чернігівська область,безпартійний,50,Безпартійний,,"народився 16 березня 1973&#160;року в місті Носівка Чернігівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Носівка Носівського району Чернігівської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18079,http://static.rada.gov.ua/dep_img9/d208_1.jpg,d208_1,1,16.03.1973,вища,,,народний депутат України,народний депутат України,так,в місті Носівка Носівського району Чернігівської області,
11147,377,mp-but16_skl9,9,Данілов Віталій Богданович,Віталій,Богданович,Данілов,В.Б.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 16/",,,,,"політична партія Всеукраїнське об'єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",16,"народився 10 червня 1967&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, консультант підприємства, ТОВ ""Інвестор-Атіка"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Харкові, судимість відсутня, включений до виборчого списку під № 16.",http://itd.rada.gov.ua/mps/info/page/11147,http://static.rada.gov.ua/dep_img9/but16.jpg,but16,1,10.06.1967,вища,,,консультант підприємства,"ТОВ ""Інвестор-Атіка""",ні,в місті Харкові,
21034,81,mp-d99_1_skl9,9,Дануца Олександр Анатолійович,Олександр,Анатолійович,Дануца,О.А.,29.08.2019,,"Виборчий округ № 99, Кіровоградська область",Виборчий округ № 99,99,35,Кіровоградська область,"член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""",226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",,"народився 29 сiчня 1980&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Прайм-Тайм"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Кропивницькому, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21034,http://static.rada.gov.ua/dep_img9/d99_1.jpg,d99_1,1,29.01.1980,вища,,,генеральний директор,"ТОВ ""Прайм-Тайм""",ні,в місті Кропивницькому,
21035,20,mp-d29_1_skl9,9,Демченко Сергій Олексійович,Сергій,Олексійович,Демченко,С.О.,29.08.2019,,"Виборчий округ № 29, Дніпропетровська область",Виборчий округ № 29,29,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 13 березня 1976&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, безпартійний, проживає в селищі Дослідне Дніпровського району Дніпропетровської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21035,http://static.rada.gov.ua/dep_img9/d29_1.jpg,d29_1,1,13.03.1976,вища,,,адвокат,адвокат,ні,в селищі Дослідне Дніпровського району Дніпропетровської області,
2284,136,mp-d159_1_skl9,9,Деркач Андрій Леонідович,Андрій,Леонідович,Деркач,А.Л.,29.08.2019,,"Виборчий округ № 159, Сумська область",Виборчий округ № 159,159,59,Сумська область,безпартійний,50,Безпартійний,,"народився 19 серпня 1967&#160;року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/2284,http://static.rada.gov.ua/dep_img9/d159_1.jpg,d159_1,1,19.08.1967,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
2394,391,mp-es6_skl9,9,Джемілєв Мустафа,Мустафа,,Джемілєв,М.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Європейська Солідарність"" /№ у списку - 6/",,,,,"Політична партія ""Європейська Солідарність""",50,Безпартійний,6,"народився 13 листопада 1943&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/page/2394,http://static.rada.gov.ua/dep_img9/es6.jpg,es6,1,13.11.1943,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
8358,109,mp-d132_1_skl9,9,Дирдін Максим Євгенович,Максим,Євгенович,Дирдін,М.Є.,29.08.2019,,"Виборчий округ № 132, Миколаївська область",Виборчий округ № 132,132,48,Миколаївська область,безпартійний,50,Безпартійний,,"народився 11 жовтня 1982&#160;року в місті Первомайськ Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, головний радник генерального директора, ПрАТ ""Санта Україна"", безпартійний, проживає в місті Ірпінь Київської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/8358,http://static.rada.gov.ua/dep_img9/d132_1.jpg,d132_1,1,11.10.1982,вища,,,головний радник генерального директора,"ПрАТ ""Санта Україна""",ні,в місті Ірпінь Київської області,
21037,302,mp-sn106_skl9,9,Дмитрієва Оксана Олександрівна,Оксана,Олександрівна,Дмитрієва,О.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 106/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,106,"народилася 26 квiтня 1980&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, головний лікар, ТОВ ""Статус Дент"", безпартійнa, проживає в місті Дніпрі, судимість відсутня, включена до виборчого списку під № 106.",http://itd.rada.gov.ua/mps/info/page/21037,http://static.rada.gov.ua/dep_img9/sn106.jpg,sn106,2,26.04.1980,вища,,,головний лікар,"ТОВ ""Статус Дент""",ні,в місті Дніпрі,
21038,110,mp-d133_1_skl9,9,Дмитрук Артем Геннадійович,Артем,Геннадійович,Дмитрук,А.Г.,29.08.2019,,"Виборчий округ № 133, Одеська область",Виборчий округ № 133,133,51,Одеська область,безпартійний,50,Безпартійний,,"народився 28 червня 1993&#160;року в місті Козятин Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник, ""Фітнес-центр"", безпартійний, проживає в місті Одесі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21038,http://static.rada.gov.ua/dep_img9/d133_1.jpg,d133_1,1,28.06.1993,вища,,,керівник,"""Фітнес-центр""",ні,в місті Одесі,
18086,84,mp-d102_1_skl9,9,Довгий Олесь Станіславович,Олесь,Станіславович,Довгий,О.С.,29.08.2019,,"Виборчий округ № 102, Кіровоградська область",Виборчий округ № 102,102,35,Кіровоградська область,безпартійний,50,Безпартійний,,"народився 1 листопада 1980&#160;року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18086,http://static.rada.gov.ua/dep_img9/d102_1.jpg,d102_1,1,01.11.1980,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
21039,3,mp-d12_1_skl9,9,Драбовський Анатолій Григорович,Анатолій,Григорович,Драбовський,А.Г.,29.08.2019,,"Виборчий округ № 12, Вінницька область",Виборчий округ № 12,12,5,Вінницька область,безпартійний,50,Безпартійний,,"народився 1 серпня 1958&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, ректор, Вінницький кооперативний інститут, безпартійний, проживає в місті Вінниці, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21039,http://static.rada.gov.ua/dep_img9/d12_1.jpg,d12_1,1,01.08.1958,вища,Вінницький кооперативний інститут,ректор,,"ректор, Вінницький кооперативний інститут",,в місті Вінниці,
