id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education
2120,8988,mp-kpu15_skl5,5,Борщевський Віктор Валентинович,Віктор,Валентинович,Борщевський,В.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 15/",5,Комуністична партія України,15,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Дніпропетровську",http://itd.rada.gov.ua/mps/info/expage/2120/6,http://static.rada.gov.ua/dep_img5/kpu15.jpg,kpu15,1,02.01.1951,Вища
5529,8915,mp-reg114_skl5,5,Бронніков Володимир Костянтинович,Володимир,Костянтинович,Бронніков,В.К.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 114/",94,Партія регіонів,114,"член Партії регіонів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Енергодарі Запорізької області",http://itd.rada.gov.ua/mps/info/expage/5529/6,http://static.rada.gov.ua/dep_img5/reg114.jpg,reg114,1,25.09.1943,Вища
8732,8890,mp-spu19_skl5,5,Бугаєць Анатолій Олександрович,Анатолій,Олександрович,Бугаєць,А.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 19/",2,Соціалістична партія України,19,"член Соціалістичної партії України,<br>освіта вища,<br>генеральний директор відкритого акціонерного товариства ""Турбоатом"",<br>проживає у місті Харкові",http://itd.rada.gov.ua/mps/info/expage/8732/6,http://static.rada.gov.ua/dep_img5/spu19.jpg,spu19,1,02.11.1940,Вища
8690,8973,mp-but98_skl5,5,Буджерак Олександр Олександрович,Олександр,Олександрович,Буджерак,О.О.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 98/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",98,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>приватний адвокат,<br>проживає у місті Хмельницькому",http://itd.rada.gov.ua/mps/info/expage/8690/6,http://static.rada.gov.ua/dep_img5/but98.jpg,but98,1,28.03.1943,Вища
5376,9064,mp-spu11_skl5,5,Бульба Степан Степанович,Степан,Степанович,Бульба,С.С.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 11/",2,Соціалістична партія України,11,"член Соціалістичної партії України,<br>освіта вища,<br>голова Полтавської обласної державної адміністрації,<br>проживає у місті Полтаві",http://itd.rada.gov.ua/mps/info/expage/5376/6,http://static.rada.gov.ua/dep_img5/spu11.jpg,spu11,1,19.07.1950,Вища
8733,9090,mp-reg109_skl5,5,Бурлаков Павло Миколайович,Павло,Миколайович,Бурлаков,П.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 109/",94,Партія регіонів,109,"член Партії регіонів,<br>освіта вища,<br>начальник управління ідеологічної роботи Центрального апарату Партії регіонів,<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8733/6,http://static.rada.gov.ua/dep_img5/reg109.jpg,reg109,1,19.06.1963,Вища
5499,8980,mp-but69_skl5,5,Буряк Олександр Васильович,Олександр,Васильович,Буряк,О.В.,,25.05.2006,15.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 69/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",69,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5499/6,http://static.rada.gov.ua/dep_img5/but69.jpg,but69,1,23.05.1970,Вища
1352,8785,mp-but37_skl5,5,Буряк Сергій Васильович,Сергій,Васильович,Буряк,С.В.,,25.05.2006,19.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 37/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",37,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/1352/6,http://static.rada.gov.ua/dep_img5/but37.jpg,but37,1,01.04.1966,Вища
5736,8809,mp-nu48_skl5,5,В'язівський Володимир Михайлович,Володимир,Михайлович,В'язівський,В.М.,,25.05.2006,08.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 48/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",48,"член Політичної партії ""Народний Союз Наша Україна"",<br>освіта вища,<br>керівник виконавчого комітету Львівської обласної організації цієї партії,<br>проживає у місті Червонограді Львівської області",http://itd.rada.gov.ua/mps/info/expage/5736/6,http://static.rada.gov.ua/dep_img5/nu48.jpg,nu48,1,21.01.1963,Вища
8737,9092,mp-reg59_skl5,5,Вілкул Олександр Юрійович,Олександр,Юрійович,Вілкул,О.Ю.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 59/",94,Партія регіонів,59,"член Партії регіонів,<br>освіта вища,<br> директор гірничорудного дивізіону,<br>відкрите акціонерне товариство ""МЕТІНВЕСТ ХОЛДІНГ"",<br>проживає у місті Кривому Розі Дніпропетровської області",http://itd.rada.gov.ua/mps/info/expage/8737/6,http://static.rada.gov.ua/dep_img5/reg59.jpg,reg59,1,24.05.1974,Вища
682,8889,mp-spu6_skl5,5,Вінський Йосип Вікентійович,Йосип,Вікентійович,Вінський,Й.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 6/",2,Соціалістична партія України,6,"член Соціалістичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br> проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/682/6,http://static.rada.gov.ua/dep_img5/spu6.jpg,spu6,1,02.01.1956,Вища
8738,9006,mp-but119_skl5,5,Вітенко Олена Андріївна,Олена,Андріївна,Вітенко,О.А.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 119/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",119,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>начальник головного управління з питань внутрішньої політики у справах ЗМІ та зв’язків з громадськістю Вінницької обласної державної адміністрації,<br>проживає у місті Вінниці",http://itd.rada.gov.ua/mps/info/expage/8738/6,http://static.rada.gov.ua/dep_img5/but119.jpg,but119,2,09.12.1960,Вища
5479,8903,mp-but41_skl5,5,Васадзе Таріел Шакрович,Таріел,Шакрович,Васадзе,Т.Ш.,,25.05.2006,19.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 41/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",41,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5479/6,http://static.rada.gov.ua/dep_img5/but41.jpg,but41,1,15.10.1947,Вища
7193,9000,mp-reg75_skl5,5,Васильєв Олександр Андрійович,Олександр,Андрійович,Васильєв,О.А.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 75/",94,Партія регіонів,75,"член Партії регіонів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/7193/6,http://static.rada.gov.ua/dep_img5/reg75.jpg,reg75,1,29.10.1951,Вища
5563,8717,mp-but44_skl5,5,Веревський Андрій Михайлович,Андрій,Михайлович,Веревський,А.М.,,25.05.2006,14.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 44/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",44,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5563/6,http://static.rada.gov.ua/dep_img5/but44.jpg,but44,1,25.07.1974,Вища базова
5572,9030,mp-reg78_skl5,5,Вернидубов Іван Васильович,Іван,Васильович,Вернидубов,І.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 78/",94,Партія регіонів,78,"член Партії регіонів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Севастополі",http://itd.rada.gov.ua/mps/info/expage/5572/6,http://static.rada.gov.ua/dep_img5/reg78.jpg,reg78,1,04.01.1951,Вища
8734,8757,mp-but63_skl5,5,Вершиніна Інга Станіславівна,Інга,Станіславівна,Вершиніна,І.С.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 63/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",63,"безпартійна,<br>освіта вища,<br>генеральний директор товариства з обмеженою відповідальністю ""УАГ ""Південь-Хліб"",<br>проживає у місті Одесі",http://itd.rada.gov.ua/mps/info/expage/8734/6,http://static.rada.gov.ua/dep_img5/but63.jpg,but63,2,11.06.1967,Вища
8735,9091,mp-reg77_skl5,5,Вечерко Володимир Миколайович,Володимир,Миколайович,Вечерко,В.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 77/",94,Партія регіонів,77,"член Партії регіонів,<br>освіта вища,<br>генеральний директор товариства з обмеженою відповідальністю ""Союзпромінвест-Донбас"",<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8735/6,http://static.rada.gov.ua/dep_img5/reg77.jpg,reg77,1,07.11.1953,Вища
8736,9019,mp-but92_skl5,5,Видрін Дмитро Гнатович,Дмитро,Гнатович,Видрін,Д.Г.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 92/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",92,"безпартійний,<br>освіта вища,<br>директор Європейського інституту інтеграції та розвитку,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8736/6,http://static.rada.gov.ua/dep_img5/but92.jpg,but92,1,25.05.1949,Вища
8739,8891,mp-spu17_skl5,5,Волга Василь Олександрович,Василь,Олександрович,Волга,В.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 17/",2,Соціалістична партія України,17,"член Соціалістичної партії України,<br>освіта вища,<br>голова Всеукраїнської громадської організації ""Громадський контроль"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8739/6,http://static.rada.gov.ua/dep_img5/spu17.jpg,spu17,1,05.03.1968,Вища
5417,9067,mp-but14_skl5,5,Волинець Михайло Якович,Михайло,Якович,Волинець,М.Я.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 14/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",14,"безпартійний,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті  Красноармійську Донецької області",http://itd.rada.gov.ua/mps/info/expage/5417/6,http://static.rada.gov.ua/dep_img5/but14.jpg,but14,1,30.10.1956,Вища
8740,8731,mp-nu44_skl5,5,Волков Олександр Анатолійович,Олександр,Анатолійович,Волков,О.А.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 44/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",44,"безпартійний,<br>освіта вища,<br>тренер з баскетболу товариства з обмеженою відповідальністю ""Баскетбольний клуб ""Київ"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8740/6,http://static.rada.gov.ua/dep_img5/nu44.jpg,nu44,1,29.03.1964,Вища
10544,9186,mp-reg208_skl5,5,Волошенков Дмитро Борисович,Дмитро,Борисович,Волошенков,Д.Б.,,13.03.2007,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 208/",94,Партія регіонів,208,"член Партії регіонів,<br>освіта вища,<br>лікар Другої міської клінічної лікарні м.Одеси,<br>проживає в місті Одесі",http://itd.rada.gov.ua/mps/info/expage/10544/6,http://static.rada.gov.ua/dep_img5/reg208.jpg,reg208,1,09.11.1981,Вища
8741,9093,mp-reg74_skl5,5,Воропаєв Юрій Миколайович,Юрій,Миколайович,Воропаєв,Ю.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 74/",94,Партія регіонів,74,"член Партії регіонів,<br>освіта вища,<br>директор товариства з обмеженою відповідальністю ""Юридична фірма ""Воропаєв та партнери"",<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8741/6,http://static.rada.gov.ua/dep_img5/reg74.jpg,reg74,1,10.01.1955,Вища
8742,9001,mp-but33_skl5,5,Воротнюк Ігор Борисович,Ігор,Борисович,Воротнюк,І.Б.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 33/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",33,"член Української соціал-демократичної партії,<br>освіта вища,<br>голова Київської обласної організації Української соціал-демократичної партії,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8742/6,http://static.rada.gov.ua/dep_img5/but33.jpg,but33,1,01.01.1962,Вища
5418,8923,mp-nu30_skl5,5,Гірник Євген Олексійович,Євген,Олексійович,Гірник,Є.О.,,25.05.2006,08.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 30/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",30,"член Конгресу Українських Націоналістів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5418/6,http://static.rada.gov.ua/dep_img5/nu30.jpg,nu30,1,11.01.1954,Вища
8746,8858,mp-reg79_skl5,5,Гєллєр Євгеній Борисович,Євгеній,Борисович,Гєллєр,Є.Б.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 79/",94,Партія регіонів,79,"член Партії регіонів,<br>освіта вища,<br>президент  футбольного клубу  ""Шахтар"",<br>проживає у місті Донецьку",http://itd.rada.gov.ua/mps/info/expage/8746/6,http://static.rada.gov.ua/dep_img5/reg79.jpg,reg79,1,12.05.1974,Вища
8906,9128,mp-reg192_skl5,5,Галуненко Олександр Васильович,Олександр,Васильович,Галуненко,О.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 192/",94,Партія регіонів,192,"член Партії регіонів,<br>освіта вища,<br>помічник генерального конструктора Авіаційного науково-технічного комплексу імені О.К. Антонова,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8906/6,http://static.rada.gov.ua/dep_img5/reg192.jpg,reg192,1,01.03.1946,Вища
3056,8755,mp-spu16_skl5,5,Гармаш Галина Федорівна,Галина,Федорівна,Гармаш,Г.Ф.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 16/",2,Соціалістична партія України,16,"член Соціалістичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br> проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/3056/6,http://static.rada.gov.ua/dep_img5/spu16.jpg,spu16,2,04.06.1950,Вища
8743,8729,mp-but52_skl5,5,Гасюк Петро Петрович,Петро,Петрович,Гасюк,П.П.,,25.05.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 52/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",52,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>голова Чернівецької обласної організації цієї партії,<br>проживає у місті Чернівцях",http://itd.rada.gov.ua/mps/info/expage/8743/6,http://static.rada.gov.ua/dep_img5/but52.jpg,but52,1,30.01.1951,Вища
8744,8814,mp-nu4_skl5,5,Герасим'юк Ольга Володимирівна,Ольга,Володимирівна,Герасим'юк,О.В.,,25.05.2006,08.06.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 4/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",4,"безпартійна,<br>освіта вища,<br>генеральний продюсер ТРК ""Студія ""1+1"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8744/6,http://static.rada.gov.ua/dep_img5/nu4.jpg,nu4,2,21.10.1958,Вища
5419,8739,mp-kpu3_skl5,5,Герасимов Іван Олександрович,Іван,Олександрович,Герасимов,І.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 3/",5,Комуністична партія України,3,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5419/6,http://static.rada.gov.ua/dep_img5/kpu3.jpg,kpu3,1,08.08.1921,Вища
8745,8812,mp-reg106_skl5,5,Герман Ганна Миколаївна,Ганна,Миколаївна,Герман,Г.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 106/",94,Партія регіонів,106,"член Партії регіонів,<br>освіта вища,<br>тимчасово не працює,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8745/6,http://static.rada.gov.ua/dep_img5/reg106.jpg,reg106,2,24.04.1959,Вища
5473,8724,mp-but85_skl5,5,Гладій Михайло Васильович,Михайло,Васильович,Гладій,М.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 85/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",85,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>народний депутат України  IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5473/6,http://static.rada.gov.ua/dep_img5/but85.jpg,but85,1,06.11.1952,Вища
8747,9004,mp-but108_skl5,5,Глусь Степан Карлович,Степан,Карлович,Глусь,С.К.,,25.05.2006,15.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 108/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",108,"член Всеукраїнського об’єднання ""Батьківщина"",<br>освіта вища,<br>директор Державного підприємства Немирівський спиртовий завод,<br>проживає у місті Немирові Вінницької області",http://itd.rada.gov.ua/mps/info/expage/8747/6,http://static.rada.gov.ua/dep_img5/but108.jpg,but108,1,02.08.1947,Вища
2635,8736,mp-nu52_skl5,5,Гнатенко Лев Миколайович,Лев,Миколайович,Гнатенко,Л.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 52/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",52,"член Партії промисловців і підприємців України,<br>освіта вища,<br>віце-президент  Українського союзу промисловців і підприємців України,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/2635/6,http://static.rada.gov.ua/dep_img5/nu52.jpg,nu52,1,05.03.1947,Вища
9990,9177,mp-but135_skl5,5,Гнаткевич Юрій Васильович,Юрій,Васильович,Гнаткевич,Ю.В.,,17.10.2006,12.06.2007,"Багатомандатний загальнодержавний виборчий округ, ""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія "" /№ у списку - 135/",178,"""Блок Юлії Тимошенко"" - виборчий блок політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія""",135,"безпартійний,<br>освіта вища,<br>пенсіонер,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/9990/6,http://static.rada.gov.ua/dep_img5/but135.jpg,but135,1,04.04.1940,Вища
2259,9059,mp-nu43_skl5,5,Головатий Сергій Петрович,Сергій,Петрович,Головатий,С.П.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія  Християнсько-Дем.Союз /№ у списку - 43/",177,"Блок ""НАША УКРАЇНА"": Політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Дем.Союз",43,"безпартійний,<br>освіта вища,<br>Міністр юстиції України,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/2259/6,http://static.rada.gov.ua/dep_img5/nu43.jpg,nu43,1,29.05.1954,Вища
2117,8818,mp-kpu7_skl5,5,Голуб Олександр Володимирович,Олександр,Володимирович,Голуб,О.В.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 7/",5,Комуністична партія України,7,"член Комуністичної партії України,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/2117/6,http://static.rada.gov.ua/dep_img5/kpu7.jpg,kpu7,1,19.07.1967,Вища
8748,8738,mp-spu15_skl5,5,Гончаров Михайло Олександрович,Михайло,Олександрович,Гончаров,М.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Соціалістична партія України /№ у списку - 15/",2,Соціалістична партія України,15,"член Соціалістичної партії України,<br>освіта вища,<br>голова спостережної ради акціонерного комерційного банку ""Східно-Європейський банк"",<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/8748/6,http://static.rada.gov.ua/dep_img5/spu15.jpg,spu15,1,21.07.1962,Вища
5579,8802,mp-reg37_skl5,5,Горбаль Василь Михайлович,Василь,Михайлович,Горбаль,В.М.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 37/",94,Партія регіонів,37,"член Партії регіонів,<br>освіта вища,<br>народний депутат України IV скликання,<br>проживає у місті Києві",http://itd.rada.gov.ua/mps/info/expage/5579/6,http://static.rada.gov.ua/dep_img5/reg37.jpg,reg37,1,18.03.1971,Вища
8749,9134,mp-reg156_skl5,5,Горбатюк Анатолій Олексійович,Анатолій,Олексійович,Горбатюк,А.О.,,25.05.2006,23.11.2007,"Багатомандатний загальнодержавний виборчий округ, Партія регіонів /№ у списку - 156/",94,Партія регіонів,156,"член Партії регіонів,<br>освіта вища,<br>тимчасово не працює,<br>проживає у місті Луцьку Волинської області",http://itd.rada.gov.ua/mps/info/expage/8749/6,http://static.rada.gov.ua/dep_img5/reg156.jpg,reg156,1,08.08.1962,Вища
