id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,resignation_text
18084,168,mp-d210_1_skl8,8,Дмитренко Олег Миколайович,Олег,Миколайович,Дмитренко,О.М.,27.11.2014,29.08.2019,"Виборчий округ № 210, Чернігівська область",Виборчий округ № 210,210,Чернігівська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>директор,<br>ТОВ ""Батьківщина"",<br>безпартійний,<br>проживає в місті Чернігові,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/18084/9,http://static.rada.gov.ua/dep_img8/d210_1.jpg,d210_1,1,17.10.1973,Вища,
15818,138,mp-d178_1_skl8,8,Добкін Дмитро Маркович,Дмитро,Маркович,Добкін,Д.М.,27.11.2014,29.08.2019,"Виборчий округ № 178, Харківська область",Виборчий округ № 178,178,Харківська область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Харкові,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/15818/9,http://static.rada.gov.ua/dep_img8/d178_1.jpg,d178_1,1,08.01.1975,Вища,
5578,328,mp-ob3_skl8,8,Добкін Михайло Маркович,Михайло,Маркович,Добкін,М.М.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 3/",,,,"Політична партія ""Опозиційний блок""",213,"Політична партія ""Опозиційний блок""",3,"освіта вища,<br>тимчасово не працює,<br>безпартійний,<br>проживає в місті Харкові,<br>судимість відсутня,<br>включений до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/expage/5578/9,http://static.rada.gov.ua/dep_img8/ob3.jpg,ob3,1,26.01.1970,Вища,
18085,82,mp-d115_1_skl8,8,Добродомов Дмитро Євгенович,Дмитро,Євгенович,Добродомов,Д.Є.,27.11.2014,29.08.2019,"Виборчий округ № 115, Львівська область",Виборчий округ № 115,115,Львівська область,,0,Самовисування,,"освіта вища,<br>генеральний директор,<br>ТОВ ТРК ""МІСТ ТБ"",<br>безпартійний,<br>проживає в місті Львові,<br>судимість відсутня,<br>самовисування,<br>на цей час - Голова ПОЛІТИЧНОЇ ПАРТІЇ «ГРОМАДСЬКИЙ РУХ «НАРОДНИЙ КОНТРОЛЬ»",http://itd.rada.gov.ua/mps/info/expage/18085/9,http://static.rada.gov.ua/dep_img8/d115_1.jpg,d115_1,1,13.01.1977,Вища,
6201,60,mp-d84_1_skl8,8,Довбенко Михайло Володимирович,Михайло,Володимирович,Довбенко,М.В.,27.11.2014,29.08.2019,"Виборчий округ № 84, Івано-Франківська область",Виборчий округ № 84,84,Івано-Франківська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>директор,<br>громадська організація ""Інститут відкритої політики"",<br>член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"",<br>проживає в місті Києві,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/6201/9,http://static.rada.gov.ua/dep_img8/d84_1.jpg,d84_1,1,31.10.1954,Вища,
18086,76,mp-d102_1_skl8,8,Довгий Олесь Станіславович,Олесь,Станіславович,Довгий,О.С.,27.11.2014,29.08.2019,"Виборчий округ № 102, Кіровоградська область",Виборчий округ № 102,102,Кіровоградська область,,0,Самовисування,,"освіта вища,<br>тимчасово не працює,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/18086/9,http://static.rada.gov.ua/dep_img8/d102_1.jpg,d102_1,1,01.11.1980,Вища,
15644,346,mp-ob23_skl8,8,Долженков Олександр Валерійович,Олександр,Валерійович,Долженков,О.В.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 23/",,,,"Політична партія ""Опозиційний блок""",213,"Політична партія ""Опозиційний блок""",23,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Черкасах,<br>судимість відсутня,<br>включений до виборчого списку під № 23.",http://itd.rada.gov.ua/mps/info/expage/15644/9,http://static.rada.gov.ua/dep_img8/ob23.jpg,ob23,1,26.04.1983,Вища,
15727,2,mp-d11_1_skl8,8,Домбровський Олександр Георгійович,Олександр,Георгійович,Домбровський,О.Г.,27.11.2014,29.08.2019,"Виборчий округ № 11, Вінницька область",Виборчий округ № 11,11,Вінницька область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Вінниці,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/15727/9,http://static.rada.gov.ua/dep_img8/d11_1.jpg,d11_1,1,07.07.1962,Вища,
3849,200,mp-nf20_skl8,8,Донець Тетяна Анатоліївна,Тетяна,Анатоліївна,Донець,Т.А.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 20/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",20,"освіта вища,<br>народний депутат України,<br>голова підкомітету Комітету Верховної Ради України  з питань охорони здоров’я,<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/expage/3849/9,http://static.rada.gov.ua/dep_img8/nf20.jpg,nf20,2,11.07.1980,Вища,
18221,433,mp-nf71_skl8,8,Драюк Сергій Євсейович,Сергій,Євсейович,Драюк,С.Є.,04.12.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 71/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",71,"освіта вища,<br>начальник управління організаційного та кадрового забезпечення,<br>Державна виконавча служба України,<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 71.",http://itd.rada.gov.ua/mps/info/expage/18221/9,http://static.rada.gov.ua/dep_img8/nf71.jpg,nf71,1,18.06.1953,Вища,
18222,434,mp-nf74_skl8,8,Дроздик Олександр Валерійович,Олександр,Валерійович,Дроздик,О.В.,04.12.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 74/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",74,"освіта вища,<br>начальник управління нормативно-правового та аналітичного забезпечення,<br>Державна виконавча служба України,<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в місті Чернівцях,<br>судимість відсутня,<br>включений до виборчого списку під № 74.",http://itd.rada.gov.ua/mps/info/expage/18222/9,http://static.rada.gov.ua/dep_img8/nf74.jpg,nf74,1,14.06.1983,Вища,
12272,445,mp-but19_skl8,8,Дубіль Валерій Олександрович,Валерій,Олександрович,Дубіль,В.О.,16.06.2015,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 19/",,,,"політична партія Всеукраїнське об'єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",19,"освіта вища,<br>народний депутат України,<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Чернігові,<br>судимість відсутня,<br>включений до виборчого списку під № 19.",http://itd.rada.gov.ua/mps/info/expage/12272/9,http://static.rada.gov.ua/dep_img8/but19.jpg,but19,1,26.09.1973,Вища,
18087,20,mp-d30_1_skl8,8,Дубінін Олександр Іванович,Олександр,Іванович,Дубінін,О.І.,27.11.2014,29.08.2019,"Виборчий округ № 30, Дніпропетровська область",Виборчий округ № 30,30,Дніпропетровська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>голова правління,<br>ПАТ ""ДНІПРОАЗОТ"",<br>безпартійний,<br>проживає в селищі Сонячне Запорізького району Запорізької області,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/18087/9,http://static.rada.gov.ua/dep_img8/d30_1.jpg,d30_1,1,16.05.1959,Вища,
18088,83,mp-d118_1_skl8,8,Дубневич Богдан Васильович,Богдан,Васильович,Дубневич,Б.В.,27.11.2014,29.08.2019,"Виборчий округ № 118, Львівська область",Виборчий округ № 118,118,Львівська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>президент,<br>ТОВ&#160;""АПП ""Львівське"",<br>безпартійний,<br>проживає в селі Зубра Пустомитівського району Львівської області,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/18088/9,http://static.rada.gov.ua/dep_img8/d118_1.jpg,d118_1,1,10.05.1962,Вища,
15790,85,mp-d120_1_skl8,8,Дубневич Ярослав Васильович,Ярослав,Васильович,Дубневич,Я.В.,27.11.2014,29.08.2019,"Виборчий округ № 120, Львівська область",Виборчий округ № 120,120,Львівська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Львові,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/15790/9,http://static.rada.gov.ua/dep_img8/d120_1.jpg,d120_1,1,07.08.1969,Вища,
15780,79,mp-d107_1_skl8,8,Дунаєв Сергій Володимирович,Сергій,Володимирович,Дунаєв,С.В.,27.11.2014,29.08.2019,"Виборчий округ № 107, Луганська область",Виборчий округ № 107,107,Луганська область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>заступник голови Комітету Верховної Ради України з питань правової політики,<br>безпартійний,<br>проживає в місті Лисичанськ Луганської області,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/15780/9,http://static.rada.gov.ua/dep_img8/d107_1.jpg,d107_1,1,19.08.1973,Вища,
18057,379,mp-but10_skl8,8,Жданов Ігор Олександрович,Ігор,Олександрович,Жданов,І.О.,27.11.2014,02.12.2014,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 10/",,,,"політична партія Всеукраїнське об'єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",10,"освіта вища,<br>президент,<br>Аналітичний центр ""Відкрита політика"",<br>член політичної партії Всеукраїнське об’єднання ""Батьківщина"",<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 10.",http://itd.rada.gov.ua/mps/info/expage/18057/9,http://static.rada.gov.ua/dep_img8/but10.jpg,but10,1,29.12.1967,Вища,НДУ Особиста письмова заява про складення повноважень
2301,113,mp-d150_1_skl8,8,Жеваго Костянтин Валентинович,Костянтин,Валентинович,Жеваго,К.В.,27.11.2014,29.08.2019,"Виборчий округ № 150, Полтавська область",Виборчий округ № 150,150,Полтавська область,,0,Самовисування,,"протягом останніх п’яти років проживає на території України,<br>освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/2301/9,http://static.rada.gov.ua/dep_img8/d150_1.jpg,d150_1,1,07.01.1974,Вища,
18091,94,mp-d129_1_skl8,8,Жолобецький Олександр Олександрович,Олександр,Олександрович,Жолобецький,О.О.,27.11.2014,29.08.2019,"Виборчий округ № 129, Миколаївська область",Виборчий округ № 129,129,Миколаївська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>заступник директора з регіонального розвитку,<br>ТОВ ""Реган-Юг"",<br>безпартійний,<br>проживає в місті Миколаєві,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/18091/9,http://static.rada.gov.ua/dep_img8/d129_1.jpg,d129_1,1,24.04.1966,Вища,
18015,311,mp-sp16_skl8,8,Журжій Андрій Валерійович,Андрій,Валерійович,Журжій,А.В.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 16/",,,,"Політична партія ""Об'єднання ""САМОПОМІЧ""",212,"Політична партія ""Об'єднання ""САМОПОМІЧ""",16,"освіта вища,<br>президент,<br>ТОВ ""Група компаній ""Інвестиційні партнери"",<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 16.",http://itd.rada.gov.ua/mps/info/expage/18015/9,http://static.rada.gov.ua/dep_img8/sp16.jpg,sp16,1,19.03.1978,Вища,
15730,265,mp-bp27_skl8,8,Заболотний Григорій Михайлович,Григорій,Михайлович,Заболотний,Г.М.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 27/",,,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",27,"освіта вища,<br>народний депутат України,<br>член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"",<br>проживає в селі Агрономічне Вінницького району Вінницької області,<br>судимість відсутня,<br>включений до виборчого списку під № 27.",http://itd.rada.gov.ua/mps/info/expage/15730/9,http://static.rada.gov.ua/dep_img8/bp27.jpg,bp27,1,06.01.1952,Вища,
17991,286,mp-bp52_skl8,8,Загорій Гліб Володимирович,Гліб,Володимирович,Загорій,Г.В.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 52/",,,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",52,"освіта вища,<br>генеральний директор,<br>ПрАТ ""Фармацевтична фірма ""Дарниця"",<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 52.",http://itd.rada.gov.ua/mps/info/expage/17991/9,http://static.rada.gov.ua/dep_img8/bp52.jpg,bp52,1,21.08.1976,Вища,
17976,256,mp-bp18_skl8,8,Заліщук Світлана Петрівна,Світлана,Петрівна,Заліщук,С.П.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 18/",,,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",18,"освіта вища,<br>виконавчий директор,<br>громадська організація ""Центр ЮЕЙ"",<br>безпартійнa,<br>проживає в місті Києві,<br>судимість відсутня,<br>включена до виборчого списку під № 18.",http://itd.rada.gov.ua/mps/info/expage/17976/9,http://static.rada.gov.ua/dep_img8/bp18.jpg,bp18,2,24.10.1982,Вища,
20536,482,mp-rp28_skl8,8,Заружко Валерія Леонідівна,Валерія,Леонідівна,Заружко,В.Л.,07.12.2017,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 28/",,,,Радикальна Партія Олега Ляшка,206,Радикальна Партія Олега Ляшка,28,"освіта вища,<br>керуючий партнер,<br>АН ""007"",<br>безпартійнa,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включена до виборчого списку під № 28.",http://itd.rada.gov.ua/mps/info/expage/20536/9,http://static.rada.gov.ua/dep_img8/rp28.jpg,rp28,2,02.12.1978,Вища,
17955,209,mp-nf31_skl8,8,Заставний Роман Йосипович,Роман,Йосипович,Заставний,Р.Й.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 31/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",31,"освіта вища,<br>голова спостережної ради,<br>ТОВ ""Протекшн-Груп"",<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в місті Тернополі,<br>судимість відсутня,<br>включений до виборчого списку під № 31.",http://itd.rada.gov.ua/mps/info/expage/17955/9,http://static.rada.gov.ua/dep_img8/nf31.jpg,nf31,1,01.05.1972,Вища,
2158,484,mp-bp82_skl8,8,Зварич Роман Михайлович,Роман,Михайлович,Зварич,Р.М.,17.04.2018,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 82/",,,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",82,"освіта вища,<br>тимчасово не працює,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 82.",http://itd.rada.gov.ua/mps/info/expage/2158/9,http://static.rada.gov.ua/dep_img8/bp82.jpg,bp82,1,20.11.1953,Вища,
833,28,mp-d45_1_skl8,8,Звягільський Юхим Леонідович,Юхим,Леонідович,Звягільський,Ю.Л.,27.11.2014,29.08.2019,"Виборчий округ № 45, Донецька область",Виборчий округ № 45,45,Донецька область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>член ПАРТІЇ РЕГІОНІВ,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/833/9,http://static.rada.gov.ua/dep_img8/d45_1.jpg,d45_1,1,20.02.1933,Вища,
19126,444,mp-sp34_skl8,8,Зубач Любомир Львович,Любомир,Львович,Зубач,Л.Л.,05.06.2015,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 34/",,,,"Політична партія ""Об'єднання ""САМОПОМІЧ""",212,"Політична партія ""Об'єднання ""САМОПОМІЧ""",34,"освіта вища,<br>начальник управління ""Секретаріат ради"",<br>Львівська міська рада,<br>член Політичної партії ""Об’єднання ""САМОПОМІЧ"",<br>проживає в місті Львові,<br>судимість відсутня,<br>включений до виборчого списку під № 34.",http://itd.rada.gov.ua/mps/info/expage/19126/9,http://static.rada.gov.ua/dep_img8/sp34.jpg,sp34,1,21.01.1978,Вища,
8771,154,mp-d195_1_skl8,8,Зубик Володимир Володимирович,Володимир,Володимирович,Зубик,В.В.,27.11.2014,29.08.2019,"Виборчий округ № 195, Черкаська область",Виборчий округ № 195,195,Черкаська область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/8771/9,http://static.rada.gov.ua/dep_img8/d195_1.jpg,d195_1,1,28.02.1958,Вища,
2320,99,mp-d135_1_skl8,8,Ківалов Сергій Васильович,Сергій,Васильович,Ківалов,С.В.,27.11.2014,29.08.2019,"Виборчий округ № 135, Одеська область",Виборчий округ № 135,135,Одеська область,,0,Самовисування,,"протягом останніх п’яти років проживає на території України,<br>освіта вища,<br>народний депутат України,<br>член Української морської партії Сергія Ківалова,<br>проживає в місті Одесі,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/2320/9,http://static.rada.gov.ua/dep_img8/d135_1.jpg,d135_1,1,01.05.1954,Вища,
18031,325,mp-sp32_skl8,8,Кіраль Сергій Іванович,Сергій,Іванович,Кіраль,С.І.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 32/",,,,"Політична партія ""Об'єднання ""САМОПОМІЧ""",212,"Політична партія ""Об'єднання ""САМОПОМІЧ""",32,"освіта вища,<br>начальник управління зовнішньоекономічних відносин та інвестицій,<br>Львівська міська рада,<br>член Політичної партії ""Об’єднання ""САМОПОМІЧ"",<br>проживає в місті Львові,<br>судимість відсутня,<br>включений до виборчого списку під № 32.",http://itd.rada.gov.ua/mps/info/expage/18031/9,http://static.rada.gov.ua/dep_img8/sp32.jpg,sp32,1,21.03.1975,Вища,
18093,130,mp-d169_1_skl8,8,Кірш Олександр Вікторович,Олександр,Вікторович,Кірш,О.В.,27.11.2014,29.08.2019,"Виборчий округ № 169, Харківська область",Виборчий округ № 169,169,Харківська область,,-544,Народний Фронт,,"освіта вища,<br>фізична особа – підприємець,<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в місті Харкові,<br>судимість відсутня,<br>суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".",http://itd.rada.gov.ua/mps/info/expage/18093/9,http://static.rada.gov.ua/dep_img8/d169_1.jpg,d169_1,1,24.09.1961,Вища,
13694,341,mp-ob17_skl8,8,Кісельов Андрій Миколайович,Андрій,Миколайович,Кісельов,А.М.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 17/",,,,"Політична партія ""Опозиційний блок""",213,"Політична партія ""Опозиційний блок""",17,"освіта вища,<br>комерційний директор,<br>ТОВ ""УкрМет"",<br>безпартійний,<br>проживає в місті Донецьку,<br>судимість відсутня,<br>включений до виборчого списку під № 17.",http://itd.rada.gov.ua/mps/info/expage/13694/9,http://static.rada.gov.ua/dep_img8/ob17.jpg,ob17,1,02.01.1981,Вища,
7371,105,mp-d142_1_skl8,8,Кіссе Антон Іванович,Антон,Іванович,Кіссе,А.І.,27.11.2014,29.08.2019,"Виборчий округ № 142, Одеська область",Виборчий округ № 142,142,Одеська область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Одесі,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/7371/9,http://static.rada.gov.ua/dep_img8/d142_1.jpg,d142_1,1,10.10.1958,Вища,
18094,91,mp-d126_1_skl8,8,Кіт Андрій Богданович,Андрій,Богданович,Кіт,А.Б.,27.11.2014,29.08.2019,"Виборчий округ № 126, Львівська область",Виборчий округ № 126,126,Львівська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>заступник директора,<br>ТОВ ""Млин Агро"",<br>заступник директора,<br>ТОВ ""Підгірці"",<br>заступник директора,<br>ПП ""Агрофірма ""Лугове"",<br>заступник директора,<br>ТОВ ""Буське сорто-насінницьке підприємство"",<br>безпартійний,<br>проживає в селі Ясенівці Золочівського району Львівської області,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/18094/9,http://static.rada.gov.ua/dep_img8/d126_1.jpg,d126_1,1,02.11.1971,Вища,
16618,229,mp-nf51_skl8,8,Кадикало Микола Олегович,Микола,Олегович,Кадикало,М.О.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 51/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",51,"освіта вища,<br>начальник,<br>Головне управління юстиції у Львівській області,<br>член Політичної партії ""НАРОДНИЙ ФРОНТ"",<br>проживає в селі Липники Пустомитівського району Львівської області,<br>судимість відсутня,<br>включений до виборчого списку під № 51.",http://itd.rada.gov.ua/mps/info/expage/16618/9,http://static.rada.gov.ua/dep_img8/nf51.jpg,nf51,1,19.12.1974,Вища,
15801,107,mp-d144_1_skl8,8,Каплін Сергій Миколайович,Сергій,Миколайович,Каплін,С.М.,27.11.2014,29.08.2019,"Виборчий округ № 144, Полтавська область",Виборчий округ № 144,144,Полтавська область,,210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Полтаві,<br>судимість відсутня,<br>суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/expage/15801/9,http://static.rada.gov.ua/dep_img8/d144_1.jpg,d144_1,1,15.12.1979,Вища базова,
5142,465,mp-bp77_skl8,8,Карпунцов Валерій Віталійович,Валерій,Віталійович,Карпунцов,В.В.,21.04.2016,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 77/",,,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",77,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Києві,<br>судимість відсутня,<br>включений до виборчого списку під № 77.",http://itd.rada.gov.ua/mps/info/expage/5142/9,http://static.rada.gov.ua/dep_img8/bp77.jpg,bp77,1,15.06.1978,Вища,
17967,232,mp-nf54_skl8,8,Кацер-Бучковська Наталія Володимирівна,Наталія,Володимирівна,Кацер-Бучковська,Н.В.,27.11.2014,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 54/",,,,"Політична партія ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",54,"освіта вища,<br>директор,<br>ТОВ ""Кей Сі Джі Інвестмент Консалтинг"",<br>безпартійнa,<br>проживає в смт Східниця Бориславського району Львівської області,<br>судимість відсутня,<br>включена до виборчого списку під № 54.",http://itd.rada.gov.ua/mps/info/expage/17967/9,http://static.rada.gov.ua/dep_img8/nf54.jpg,nf54,2,15.03.1983,Вища,
15816,135,mp-d175_1_skl8,8,Кацуба Володимир Михайлович,Володимир,Михайлович,Кацуба,В.М.,27.11.2014,29.08.2019,"Виборчий округ № 175, Харківська область",Виборчий округ № 175,175,Харківська область,,0,Самовисування,,"освіта вища,<br>народний депутат України,<br>безпартійний,<br>проживає в місті Дергачі Харківської області,<br>судимість відсутня,<br>самовисування.",http://itd.rada.gov.ua/mps/info/expage/15816/9,http://static.rada.gov.ua/dep_img8/d175_1.jpg,d175_1,1,14.07.1957,Вища,
